HOG	OG	Gene Tree Parent Clade	CBDRx	CBDRx_proteins	Cannbio-2_proteins	Cascade	ERB_F3_proteins	ERBxHO40_23_hirisehap1_proteins	ERBxHO40_23_hirisehap2_proteins	Finola_proteins	HO40_proteins	I3_proteins	JL_Mother_proteins	Parasponia_andersonii	Purple_Kush_proteins	Trema_orientale	W103_proteins	jl_proteins
N6.HOG0012680	OG0002534	n6															W103_g8929.t1_1	jl_g9049.t1_1
N6.HOG0012681	OG0002534	n20															W103_g8944.t1_1	jl_g9024.t1_1
N6.HOG0012682	OG0002535	n1															W103_g14510.t1_1, W103_g14511.t1_1	jl_g6295.t1_1
N6.HOG0012683	OG0002535	n20															W103_g11361.t1_1	
N6.HOG0012684	OG0002536	n1															W103_g24985.t1_1, W103_g11375.t1_1	
N6.HOG0012685	OG0002536	n18															W103_g14518.t1_1	jl_g6299.t1_1
N6.HOG0012686	OG0002537	n5																jl_g6282.t2_1
N6.HOG0012687	OG0002537	n14																jl_g6282.t1_1
N6.HOG0012688	OG0002537	n16															W103_g14498.t1_1, W103_g14500.t1_1	jl_g6279.t1_1
N6.HOG0012689	OG0002538	n5															W103_g27737.t1_1, W103_g28534.t1_1	jl_g33328.t1_1
N6.HOG0012690	OG0002538	n21															W103_g14295.t1_1	jl_g6045.t1_1
N6.HOG0012691	OG0002539	n12																jl_g11466.t1_1
N6.HOG0012692	OG0002539	n20															W103_g27450.t1_1	jl_g4802.t1_1, jl_g4802.t2_1
N6.HOG0012693	OG0002539	n31															W103_g9773.t1_1	
N6.HOG0012694	OG0002540	n13															W103_g32214.t1_1	jl_g35056.t1_1
N6.HOG0012695	OG0002540	n15															W103_g32448.t1_1	jl_g35039.t1_1
N6.HOG0012696	OG0002540	n25															W103_g11300.t1_1, W103_g27431.t1_1	jl_g43160.t1_1, jl_g4830.t1_1
N6.HOG0012697	OG0002541	n1															W103_g13859.t1_1	jl_g5507.t1_1
N6.HOG0012698	OG0002541	n16															W103_g28579.t1_1, W103_g27690.t1_1	jl_g33269.t1_1
N6.HOG0012699	OG0002542	n11																jl_g28045.t1_1
N6.HOG0012700	OG0002542	n27																jl_g23592.t1_1
N6.HOG0012701	OG0002542	n30																jl_g36739.t1_1
N6.HOG0012702	OG0002543	n8															W103_g2800.t1_1	jl_g29727.t1_1
N6.HOG0012703	OG0002543	n22															W103_g2801.t1_1	jl_g29729.t1_1
N6.HOG0012704	OG0002544	n5															W103_g13966.t1_1	jl_g5656.t1_1
N6.HOG0012705	OG0002544	n19															W103_g13965.t1_1	jl_g5655.t1_1
N6.HOG0012706	OG0002545	n1															W103_g12140.t1_1	jl_g2623.t1_1
N6.HOG0012707	OG0002545	n18															W103_g4234.t1_1	jl_g31480.t1_1
N6.HOG0012708	OG0002546	n14																jl_g31601.t1_1
N6.HOG0012709	OG0002546	n18																jl_g31601.t2_1
N6.HOG0012710	OG0002546	n28															W103_g4342.t1_1, W103_g30590.t1_1	
N6.HOG0012711	OG0002547	n4															W103_g2601.t1_1	jl_g12149.t1_1
N6.HOG0012712	OG0002547	n24																jl_g29443.t1_1, jl_g29397.t1_1
N6.HOG0012713	OG0002548	n5																jl_g29548.t1_1
N6.HOG0012714	OG0002548	n13															W103_g2701.t2_1	
N6.HOG0012715	OG0002548	n22															W103_g2701.t1_1	
N6.HOG0012716	OG0002549	n3															W103_g8156.t2_1, W103_g8156.t1_1	
N6.HOG0012717	OG0002549	n7																jl_g43272.t1_1, jl_g28075.t1_1
N6.HOG0012718	OG0002549	n10																jl_g28075.t2_1, jl_g43272.t2_1
N6.HOG0012719	OG0002550	n4																jl_g9124.t1_1
N6.HOG0012720	OG0002550	n7															W103_g24672.t3_1	
N6.HOG0012721	OG0002550	n13															W103_g19342.t2_1	
N6.HOG0012722	OG0002550	n23															W103_g24672.t2_1	
N6.HOG0012723	OG0002550	n27															W103_g24672.t1_1	
N6.HOG0012724	OG0002550	n28															W103_g19342.t1_1	
N6.HOG0012725	OG0002551	n1															W103_g8163.t1_1	jl_g28065.t1_1
N6.HOG0012726	OG0002551	n17																jl_g30645.t1_1, jl_g30725.t1_1
N6.HOG0012727	OG0002552	n5															W103_g11525.t1_1	
N6.HOG0012728	OG0002552	n10																jl_g5205.t1_1
N6.HOG0012729	OG0002552	n19																jl_g25109.t1_1
N6.HOG0012730	OG0002553	n1															W103_g3530.t1_1	jl_g30648.t1_1
N6.HOG0012731	OG0002553	n17															W103_g2899.t1_1	jl_g43423.t1_1
N6.HOG0012732	OG0002554	n6															W103_g7987.t1_1	
N6.HOG0012733	OG0002554	n7															W103_g2084.t1_1	jl_g28383.t1_1
N6.HOG0012734	OG0002554	n20															W103_g32786.t1_1	jl_g17778.t1_1
N6.HOG0012735	OG0002554	n28															W103_g15896.t1_1	jl_g14496.t1_1
N6.HOG0012736	OG0002555	n9															W103_g6018.t1_1	jl_g12752.t1_1
N6.HOG0012737	OG0002555	n16																jl_g12755.t1_1
N6.HOG0012738	OG0002555	n18															W103_g2735.t1_1	jl_g29615.t1_1
N6.HOG0012739	OG0002556	n7																jl_g30849.t1_1
N6.HOG0012740	OG0002556	n11															W103_g3684.t2_1, W103_g3684.t1_1	jl_g30849.t2_1
N6.HOG0012741	OG0002557	n5															W103_g29741.t1_1	
N6.HOG0012742	OG0002557	n7																jl_g35126.t1_1
N6.HOG0012743	OG0002557	n8																jl_g35124.t1_1
N6.HOG0012744	OG0002557	n12															W103_g17070.t1_1	
N6.HOG0012745	OG0002557	n13															W103_g14714.t1_1	
N6.HOG0012746	OG0002557	n22															W103_g15282.t1_1	
N6.HOG0012747	OG0002557	n33																jl_g27406.t1_1
N6.HOG0012748	OG0002558	n11															W103_g23645.t1_1	
N6.HOG0012749	OG0002558	n17															W103_g18612.t1_1	
N6.HOG0012750	OG0002558	n19																jl_g27668.t1_1
N6.HOG0012751	OG0002559	n5															W103_g3636.t1_1	
N6.HOG0012752	OG0002559	n28															W103_g3637.t1_1	
N6.HOG0012753	OG0002559	n34															W103_g3637.t2_1	
N6.HOG0012754	OG0002560	n2															W103_g3663.t1_1	jl_g30830.t1_1
N6.HOG0012755	OG0002560	n16															W103_g3662.t1_1	jl_g30828.t2_1, jl_g30828.t1_1
N6.HOG0012756	OG0002561	n1															W103_g28345.t1_1	jl_g24046.t1_1
N6.HOG0012757	OG0002561	n24															W103_g3823.t1_1	
N6.HOG0012758	OG0002561	n26																jl_g31013.t1_1
N6.HOG0012759	OG0002562	n1															W103_g7675.t1_1	jl_g8108.t1_1
N6.HOG0012760	OG0002562	n18															W103_g3517.t1_1	jl_g30661.t1_1
N6.HOG0012761	OG0002563	n13																jl_g31235.t1_1
N6.HOG0012762	OG0002563	n15															W103_g4027.t1_1	
N6.HOG0012763	OG0002563	n22																jl_g43571.t1_1
N6.HOG0012764	OG0002563	n25															W103_g25004.t1_1	
N6.HOG0012765	OG0002563	n27															W103_g12471.t1_1	
N6.HOG0012766	OG0002564	n4															W103_g29502.t1_1	
N6.HOG0012767	OG0002564	n16																jl_g27376.t2_1
N6.HOG0012768	OG0002564	n25															W103_g15270.t1_1	jl_g27376.t1_1
N6.HOG0012769	OG0002565	n5															W103_g6110.t1_1, W103_g17245.t1_1	jl_g11801.t1_1, jl_g11808.t1_1
N6.HOG0012770	OG0002565	n25																jl_g11802.t1_1
N6.HOG0012771	OG0002565	n26															W103_g6111.t1_1, W103_g17244.t1_1	jl_g11809.t1_1
N6.HOG0012772	OG0002566	n6																jl_g1064.t1_1
N6.HOG0012773	OG0002566	n7															W103_g29081.t1_1, W103_g17279.t1_1	jl_g1055.t1_1
N6.HOG0012774	OG0002566	n20															W103_g8760.t1_1	
N6.HOG0012775	OG0002567	n8															W103_g8813.t1_1	
N6.HOG0012776	OG0002567	n11																jl_g9633.t1_1
N6.HOG0012777	OG0002567	n17															W103_g14661.t1_1, W103_g11603.t1_1	
N6.HOG0012778	OG0002568	n0																jl_g5219.t3_1, jl_g5219.t2_1, jl_g5219.t1_1
N6.HOG0012779	OG0002569	n1															W103_g5860.t1_1	jl_g13111.t1_1
N6.HOG0012780	OG0002569	n18															W103_g15341.t1_1, W103_g15341.t2_1	jl_g27474.t1_1
N6.HOG0012781	OG0002570	n4															W103_g27203.t1_1	jl_g18082.t1_1
N6.HOG0012782	OG0002570	n20															W103_g9160.t1_1	jl_g13436.t1_1
N6.HOG0012783	OG0002571	n1															W103_g29973.t1_1	jl_g11356.t1_1
N6.HOG0012784	OG0002571	n25															W103_g24905.t1_1	jl_g5035.t1_1
N6.HOG0012785	OG0002571	n31															W103_g11452.t1_1	
N6.HOG0012786	OG0002572	n1															W103_g9669.t1_1	jl_g11598.t1_1
N6.HOG0012787	OG0002572	n18															W103_g12908.t1_1, W103_g33960.t1_1	jl_g3686.t1_1
N6.HOG0012788	OG0002573	n3															W103_g19710.t1_1	jl_g11956.t1_1, jl_g18512.t1_1
N6.HOG0012789	OG0002573	n24															W103_g16963.t1_1	jl_g15081.t1_1
N6.HOG0012790	OG0002574	n1															W103_g32227.t1_1, W103_g32460.t1_1	
N6.HOG0012791	OG0002574	n3																jl_g38850.t1_1
N6.HOG0012792	OG0002574	n14																jl_g35024.t1_1
N6.HOG0012793	OG0002575	n9															W103_g30066.t1_1	
N6.HOG0012794	OG0002575	n29																jl_g11226.t1_1
N6.HOG0012795	OG0002576	n5																jl_g2150.t1_1
N6.HOG0012796	OG0002576	n19															W103_g26444.t1_1, W103_g11801.t1_1	jl_g2152.t1_1
N6.HOG0012797	OG0002577	n1																jl_g2239.t1_1
N6.HOG0012798	OG0002577	n21																jl_g2232.t1_1
N6.HOG0012799	OG0002578	n3																jl_g2237.t1_1
N6.HOG0012800	OG0002578	n17															W103_g30416.t1_1, W103_g30415.t1_1, W103_g11854.t1_1	jl_g2238.t1_1
N6.HOG0012801	OG0002579	n25															W103_g8892.t1_1	
N6.HOG0012802	OG0002580	n3																jl_g29628.t1_1
N6.HOG0012803	OG0002581	n23																jl_g2575.t1_1
N6.HOG0012804	OG0002582	n1															W103_g18438.t1_1, W103_g26623.t1_1	jl_g1990.t1_1
N6.HOG0012805	OG0002582	n19															W103_g8529.t1_1	jl_g7489.t1_1
N6.HOG0012806	OG0002583	n6																jl_g2704.t1_1
N6.HOG0012807	OG0002583	n11															W103_g25103.t1_1	
N6.HOG0012808	OG0002583	n13															W103_g12362.t1_1	
N6.HOG0012809	OG0002583	n19															W103_g197.t1_1	jl_g19520.t1_1
N6.HOG0012810	OG0002584	n2															W103_g33894.t1_1, W103_g33827.t1_1	
N6.HOG0012811	OG0002584	n22															W103_g33828.t1_1	jl_g2966.t1_1
N6.HOG0012812	OG0002584	n28															W103_g33895.t1_1	jl_g2967.t1_1
N6.HOG0012813	OG0002585	n1															W103_g18690.t2_1	jl_g43355.t1_1
N6.HOG0012814	OG0002585	n22															W103_g18690.t1_1	
N6.HOG0012815	OG0002585	n25															W103_g26159.t1_1	jl_g43355.t2_1
N6.HOG0012816	OG0002586	n5																jl_g1500.t1_1
N6.HOG0012817	OG0002586	n7															W103_g19170.t2_1	
N6.HOG0012818	OG0002586	n32															W103_g19170.t3_1	
N6.HOG0012819	OG0002586	n34															W103_g19170.t1_1	
N6.HOG0012820	OG0002587	n3															W103_g12076.t1_1	jl_g2533.t1_1
N6.HOG0012821	OG0002587	n19															W103_g12075.t1_1	
N6.HOG0012822	OG0002588	n6															W103_g23062.t1_1, W103_g23062.t2_1	
N6.HOG0012823	OG0002588	n12																jl_g3919.t1_1
N6.HOG0012824	OG0002588	n13															W103_g18893.t1_1	jl_g3922.t2_1
N6.HOG0012825	OG0002588	n18															W103_g18893.t2_1	jl_g3922.t1_1
N6.HOG0012826	OG0002589	n1																jl_g34086.t1_1
N6.HOG0012827	OG0002589	n18															W103_g12295.t1_1, W103_g25168.t1_1	
N6.HOG0012828	OG0002590	n5															W103_g33014.t1_1, W103_g21642.t1_1	jl_g34474.t1_1
N6.HOG0012829	OG0002590	n19															W103_g33924.t1_1, W103_g33858.t1_1	jl_g2934.t1_1
N6.HOG0012830	OG0002591	n1																jl_g14997.t1_1
N6.HOG0012831	OG0002591	n16															W103_g17036.t1_1	jl_g14998.t1_1
N6.HOG0012832	OG0002592	n1															W103_g16697.t1_1	jl_g15415.t1_1
N6.HOG0012833	OG0002592	n18															W103_g16692.t1_1	jl_g15425.t1_1
N6.HOG0012834	OG0002593	n1															W103_g16987.t1_1	jl_g15051.t1_1
N6.HOG0012835	OG0002593	n16															W103_g16986.t1_1	jl_g43498.t1_1
N6.HOG0012836	OG0002594	n19															W103_g16735.t1_1	jl_g15384.t1_1
N6.HOG0012837	OG0002595	n4																jl_g5270.t1_1
N6.HOG0012838	OG0002595	n10																jl_g27955.t1_1
N6.HOG0012839	OG0002595	n12																jl_g25830.t1_1
N6.HOG0012840	OG0002595	n14																jl_g579.t1_1
N6.HOG0012841	OG0002595	n27																jl_g42218.t1_1
N6.HOG0012842	OG0002596	n5															W103_g787.t1_1	
N6.HOG0012843	OG0002596	n20															W103_g17141.t1_1	
N6.HOG0012844	OG0002597	n4															W103_g16880.t1_1	jl_g15178.t1_1
N6.HOG0012845	OG0002597	n20																jl_g20192.t1_1
N6.HOG0012846	OG0002597	n28															W103_g28906.t1_1, W103_g10354.t1_1	
N6.HOG0012847	OG0002598	n3															W103_g16878.t1_1	jl_g15179.t1_1
N6.HOG0012848	OG0002598	n19															W103_g16876.t1_1	
N6.HOG0012849	OG0002598	n21															W103_g16877.t1_1	jl_g15181.t1_1
N6.HOG0012850	OG0002599	n11															W103_g16646.t1_1, W103_g16646.t2_1	
N6.HOG0012851	OG0002599	n27															W103_g30842.t2_1, W103_g30842.t1_1, W103_g30840.t1_1, W103_g30840.t2_1	jl_g15478.t1_1
N6.HOG0012852	OG0002600	n10															W103_g14071.t1_1	jl_g5772.t1_1
N6.HOG0012853	OG0002600	n21															W103_g14073.t1_1	
N6.HOG0012854	OG0002601	n14																jl_g14860.t1_1
N6.HOG0012855	OG0002601	n16																jl_g14860.t2_1
N6.HOG0012856	OG0002601	n18															W103_g34522.t1_1, W103_g34217.t1_1	
N6.HOG0012857	OG0002601	n34																jl_g14860.t3_1
N6.HOG0012858	OG0002602	n3															W103_g13638.t1_1, W103_g12665.t1_1	
N6.HOG0012859	OG0002602	n12															W103_g26877.t1_1	jl_g24617.t1_1
N6.HOG0012860	OG0002602	n16																jl_g24614.t1_1
N6.HOG0012861	OG0002602	n17															W103_g34958.t1_1, W103_g22145.t1_1, W103_g35306.t1_1, W103_g20169.t1_1	jl_g16633.t1_1
N6.HOG0012862	OG0002603	n7															W103_g15734.t1_1	
N6.HOG0012863	OG0002603	n10															W103_g28154.t1_1	
N6.HOG0012864	OG0002603	n23															W103_g10080.t1_1	
N6.HOG0012865	OG0002604	n5																jl_g34375.t1_1
N6.HOG0012866	OG0002604	n17															W103_g34258.t1_1	
N6.HOG0012867	OG0002604	n24																jl_g14903.t1_1
N6.HOG0012868	OG0002604	n27															W103_g21371.t1_1, W103_g23486.t1_1	
N6.HOG0012869	OG0002605	n1															W103_g997.t1_1	
N6.HOG0012870	OG0002605	n28															W103_g21943.t1_1	
N6.HOG0012871	OG0002605	n30															W103_g12532.t1_1	jl_g17060.t1_1
N6.HOG0012872	OG0002606	n1															W103_g10644.t1_1	jl_g20707.t1_1
N6.HOG0012873	OG0002606	n20															W103_g10645.t1_1	jl_g20708.t1_1
N6.HOG0012874	OG0002607	n3															W103_g10734.t1_1	jl_g20824.t1_1
N6.HOG0012875	OG0002607	n30																jl_g20825.t1_1
N6.HOG0012876	OG0002608	n1															W103_g16224.t1_1	jl_g25586.t1_1
N6.HOG0012877	OG0002608	n19															W103_g28739.t1_1, W103_g10188.t1_1	
N6.HOG0012878	OG0002608	n24																jl_g20369.t1_1
N6.HOG0012879	OG0002609	n8															W103_g28815.t1_1, W103_g10261.t1_1	jl_g20273.t1_1
N6.HOG0012880	OG0002609	n23															W103_g28814.t1_1, W103_g10260.t1_1	jl_g20274.t1_1
N6.HOG0012881	OG0002610	n27															W103_g51.t1_1	
N6.HOG0012882	OG0002611	n5															W103_g13400.t2_1	jl_g21485.t2_1
N6.HOG0012883	OG0002611	n26																jl_g21485.t1_1
N6.HOG0012884	OG0002612	n8															W103_g350.t1_1	jl_g43206.t1_1
N6.HOG0012885	OG0002612	n22															W103_g351.t1_1	jl_g13762.t1_1
N6.HOG0012886	OG0002612	n27																jl_g43205.t1_1
N6.HOG0012887	OG0002613	n14																jl_g20182.t2_1
N6.HOG0012888	OG0002613	n32																jl_g20182.t1_1
N6.HOG0012889	OG0002614	n4																jl_g20784.t1_1, jl_g20784.t2_1
N6.HOG0012890	OG0002614	n23															W103_g10697.t2_1	
N6.HOG0012891	OG0002614	n24															W103_g10697.t1_1	
N6.HOG0012892	OG0002615	n8															W103_g26002.t1_1	jl_g34810.t1_1, jl_g34810.t2_1
N6.HOG0012893	OG0002615	n26															W103_g21501.t1_1	
N6.HOG0012894	OG0002616	n6																jl_g24745.t1_1
N6.HOG0012895	OG0002616	n20																jl_g32842.t1_1
N6.HOG0012896	OG0002616	n28																jl_g32854.t1_1
N6.HOG0012897	OG0002617	n8															W103_g12291.t1_1	
N6.HOG0012898	OG0002617	n12															W103_g25172.t1_1	
N6.HOG0012899	OG0002617	n18															W103_g21176.t1_1	jl_g34098.t1_1
N6.HOG0012900	OG0002618	n25															W103_g21347.t1_1, W103_g23457.t1_1	jl_g34343.t1_1
N6.HOG0012901	OG0002619	n4															W103_g20410.t2_1, W103_g20410.t1_1	
N6.HOG0012902	OG0002619	n6															W103_g23185.t2_1	jl_g43543.t2_1
N6.HOG0012903	OG0002619	n28															W103_g23185.t1_1	jl_g43543.t1_1
N6.HOG0012904	OG0002620	n8															W103_g27666.t1_1	
N6.HOG0012905	OG0002620	n10															W103_g28604.t1_1	jl_g33215.t1_1
N6.HOG0012906	OG0002621	n3															W103_g8457.t1_1	jl_g7636.t1_1
N6.HOG0012907	OG0002621	n15																jl_g7633.t1_1
N6.HOG0012908	OG0002621	n21															W103_g8455.t1_1	
N6.HOG0012909	OG0002621	n27																jl_g7632.t1_1
N6.HOG0012910	OG0002621	n30																jl_g7635.t1_1
N6.HOG0012911	OG0002622	n7																jl_g35117.t3_1, jl_g35113.t1_1
N6.HOG0012912	OG0002622	n21																jl_g35117.t1_1
N6.HOG0012913	OG0002622	n24															W103_g29732.t1_1, W103_g23490.t1_1, W103_g32487.t1_1	jl_g35112.t1_1
N6.HOG0012914	OG0002623	n17																jl_g24882.t2_1
N6.HOG0012915	OG0002623	n22															W103_g24261.t1_1	jl_g24882.t1_1
N6.HOG0012916	OG0002623	n29															W103_g22784.t1_1	
N6.HOG0012917	OG0002623	n33																jl_g32754.t1_1
N6.HOG0012918	OG0002624	n13																jl_g34132.t3_1
N6.HOG0012919	OG0002624	n21																jl_g34132.t1_1
N6.HOG0012920	OG0002624	n27															W103_g21188.t1_1, W103_g23301.t1_1	jl_g34132.t2_1
N6.HOG0012921	OG0002625	n7															W103_g14097.t1_1	
N6.HOG0012922	OG0002625	n10																jl_g43240.t1_1
N6.HOG0012923	OG0002625	n17																jl_g43661.t1_1
N6.HOG0012924	OG0002625	n20															W103_g14096.t1_1	jl_g43239.t1_1
N6.HOG0012925	OG0002626	n14															W103_g21657.t2_1	
N6.HOG0012926	OG0002626	n16															W103_g26751.t2_1	
N6.HOG0012927	OG0002626	n19																jl_g24876.t2_1, jl_g24861.t1_1, jl_g24861.t2_1
N6.HOG0012928	OG0002626	n25															W103_g26751.t1_1, W103_g26744.t1_1	
N6.HOG0012929	OG0002626	n29															W103_g21657.t1_1	
N6.HOG0012930	OG0002626	n33																jl_g24876.t3_1
N6.HOG0012931	OG0002627	n2															W103_g16407.t1_1	
N6.HOG0012932	OG0002627	n20															W103_g16409.t1_1	jl_g27009.t1_1
N6.HOG0012933	OG0002628	n2															W103_g7606.t1_1	
N6.HOG0012934	OG0002628	n18															W103_g7528.t2_1, W103_g7528.t1_1	jl_g38771.t1_1, jl_g38771.t2_1, jl_g28535.t1_1, jl_g28535.t2_1
N6.HOG0012935	OG0002629	n16																jl_g20487.t1_1
N6.HOG0012936	OG0002630	n4																jl_g42018.t1_1
N6.HOG0012937	OG0002631	n5															W103_g29928.t1_1	
N6.HOG0012938	OG0002631	n18															W103_g1965.t1_1, W103_g1965.t2_1	
N6.HOG0012939	OG0002631	n22															W103_g7676.t2_1	
N6.HOG0012940	OG0002631	n24															W103_g7676.t1_1	
N6.HOG0012941	OG0002631	n25															W103_g32945.t2_1, W103_g32945.t1_1	
N6.HOG0012942	OG0002631	n30															W103_g10919.t1_1	
N6.HOG0012943	OG0002632	n5																jl_g35368.t2_1, jl_g35368.t1_1
N6.HOG0012944	OG0002632	n28																jl_g26185.t1_1
N6.HOG0012945	OG0002632	n31																jl_g26185.t2_1
N6.HOG0012946	OG0002633	n20																jl_g15690.t1_1, jl_g9137.t1_1
N6.HOG0012947	OG0002634	n4															W103_g9682.t1_1	jl_g11582.t1_1
N6.HOG0012948	OG0002634	n22															W103_g22495.t1_1	
N6.HOG0012949	OG0002634	n28																jl_g26538.t1_1
N6.HOG0012950	OG0002635	n11															W103_g18265.t1_1	
N6.HOG0012951	OG0002635	n19																jl_g32816.t1_1
N6.HOG0012952	OG0002636	n13															W103_g19870.t1_1	jl_g32143.t1_1
N6.HOG0012953	OG0002636	n30															W103_g15195.t1_1	
N6.HOG0012954	OG0002637	n6																jl_g43614.t1_1, jl_g42720.t1_1
N6.HOG0012955	OG0002637	n8																jl_g15087.t1_1
N6.HOG0012956	OG0002637	n23																jl_g41068.t1_1
N6.HOG0012957	OG0002637	n31																jl_g41068.t2_1
N6.HOG0012958	OG0002638	n16															W103_g23263.t1_1	
N6.HOG0012959	OG0002638	n21															W103_g8467.t1_1, W103_g8467.t2_1	
N6.HOG0012960	OG0002638	n30																jl_g19351.t1_1
N6.HOG0012961	OG0002639	n13																jl_g35712.t1_1
N6.HOG0012962	OG0002640	n19																jl_g18440.t1_1
N6.HOG0012963	OG0002643	n5																jl_g12533.t1_1, jl_g12532.t1_1
N6.HOG0012964	OG0002643	n12																jl_g12519.t1_1
N6.HOG0012965	OG0002643	n22															W103_g34147.t1_1, W103_g34146.t1_1	
N6.HOG0012966	OG0002643	n25															W103_g19509.t1_1	
N6.HOG0012967	OG0002643	n26															W103_g19508.t1_1	
N6.HOG0012968	OG0002644	n5																jl_g26901.t1_1, jl_g26901.t3_1
N6.HOG0012969	OG0002644	n10															W103_g13446.t2_1, W103_g13446.t1_1	jl_g21396.t1_1
N6.HOG0012970	OG0002644	n26																jl_g26901.t2_1
N6.HOG0012971	OG0002644	n28																jl_g8556.t1_1
N6.HOG0012972	OG0002644	n29																jl_g16144.t1_1
N6.HOG0012973	OG0002645	n6																jl_g37088.t1_1
N6.HOG0012974	OG0002645	n9																jl_g316.t1_1
N6.HOG0012975	OG0002646	n4																jl_g14514.t1_1
N6.HOG0012976	OG0002646	n8																jl_g11191.t1_1
N6.HOG0012977	OG0002646	n9																jl_g42740.t2_1
N6.HOG0012978	OG0002646	n21																jl_g42740.t1_1
N6.HOG0012979	OG0002647	n8																jl_g16932.t1_1
N6.HOG0012980	OG0002647	n10															W103_g6201.t1_1	
N6.HOG0012981	OG0002647	n18															W103_g29118.t1_1	
N6.HOG0012982	OG0002648	n4															W103_g6246.t1_1	jl_g17135.t2_1, jl_g17135.t1_1
N6.HOG0012983	OG0002648	n18															W103_g12629.t1_1	
N6.HOG0012984	OG0002649	n7																jl_g36537.t1_1, jl_g36540.t1_1
N6.HOG0012985	OG0002649	n16																jl_g4550.t1_1
N6.HOG0012986	OG0002649	n27																jl_g9569.t1_1
N6.HOG0012987	OG0002650	n3															W103_g10852.t1_1	jl_g17794.t1_1, jl_g21009.t1_1
N6.HOG0012988	OG0002650	n11																jl_g17795.t1_1, jl_g21011.t1_1
N6.HOG0012989	OG0002650	n23																jl_g17793.t1_1, jl_g21008.t1_1
N6.HOG0012990	OG0002651	n4															W103_g7201.t1_1	
N6.HOG0012991	OG0002651	n11																jl_g8151.t1_1
N6.HOG0012992	OG0002651	n21																jl_g27802.t1_1, jl_g27802.t2_1
N6.HOG0012993	OG0002651	n24																jl_g25197.t1_1
N6.HOG0012994	OG0002651	n30																jl_g42570.t1_1
N6.HOG0012995	OG0002652	n14															W103_g1896.t1_1	jl_g35957.t1_1
N6.HOG0012996	OG0002652	n28															W103_g15722.t1_1	jl_g23515.t1_1
N6.HOG0012997	OG0002653	n8																jl_g42933.t1_1, jl_g24382.t1_1
N6.HOG0012998	OG0002653	n21															W103_g29332.t1_1	jl_g42931.t1_1
N6.HOG0012999	OG0002653	n28																jl_g24378.t1_1
N6.HOG0013000	OG0002654	n4																jl_g7208.t2_1
N6.HOG0013001	OG0002654	n7																jl_g41803.t1_1
N6.HOG0013002	OG0002654	n12																jl_g41803.t2_1
N6.HOG0013003	OG0002654	n16																jl_g7208.t1_1
N6.HOG0013004	OG0002655	n3															W103_g21798.t1_1, W103_g26880.t1_1	
N6.HOG0013005	OG0002655	n21																jl_g24609.t1_1
N6.HOG0013006	OG0002655	n30																jl_g24610.t1_1
N6.HOG0013007	OG0002668	n20															W103_g21893.t1_1	
N6.HOG0013008	OG0002668	n24															W103_g29282.t1_1	
N6.HOG0013009	OG0002668	n26																jl_g24475.t1_1, jl_g24474.t1_1
N6.HOG0013010	OG0002669	n6																jl_g24347.t1_1
N6.HOG0013011	OG0002669	n26															W103_g34350.t1_1, W103_g31033.t1_1	jl_g24348.t1_1
N6.HOG0013012	OG0002670	n6																jl_g23543.t1_1
N6.HOG0013013	OG0002670	n14															W103_g19908.t1_1	jl_g36994.t1_1, jl_g36994.t2_1
N6.HOG0013014	OG0002670	n23															W103_g19918.t1_1	jl_g23585.t1_1
N6.HOG0013015	OG0002671	n8															W103_g29202.t1_1	
N6.HOG0013016	OG0002671	n24															W103_g21817.t1_1	
N6.HOG0013017	OG0002671	n33																jl_g24595.t2_1, jl_g24595.t1_1
N6.HOG0013018	OG0002672	n22															W103_g1342.t1_1	
N6.HOG0013019	OG0002673	n2																jl_g8132.t1_1
N6.HOG0013020	OG0002674	n3																jl_g23172.t1_1, jl_g21751.t1_1
N6.HOG0013021	OG0002674	n24																jl_g37204.t1_1
N6.HOG0013022	OG0002675	n2															W103_g6580.t1_1	jl_g38275.t1_1
N6.HOG0013023	OG0002675	n23															W103_g6578.t1_1	
N6.HOG0013024	OG0002675	n27															W103_g6576.t1_1	
N6.HOG0013025	OG0002675	n33															W103_g6576.t2_1, W103_g6578.t2_1	
N6.HOG0013026	OG0002676	n5															W103_g1776.t1_1	jl_g36172.t1_1
N6.HOG0013027	OG0002676	n22															W103_g31527.t1_1	
N6.HOG0013028	OG0002676	n23															W103_g31406.t1_1	jl_g39038.t1_1
N6.HOG0013029	OG0002676	n32															W103_g21342.t1_1	
N6.HOG0013030	OG0002677	n2															W103_g1235.t1_1	jl_g37179.t1_1, jl_g37179.t2_1, jl_g37563.t1_1
N6.HOG0013031	OG0002677	n15															W103_g1770.t1_1	jl_g36161.t1_1
N6.HOG0013032	OG0002678	n1															W103_g10095.t1_1	jl_g37445.t1_1
N6.HOG0013033	OG0002678	n20															W103_g28990.t1_1, W103_g35240.t1_1	
N6.HOG0013034	OG0002678	n28															W103_g24113.t1_1	
N6.HOG0013035	OG0002679	n3															W103_g32568.t1_1	jl_g6444.t1_1
N6.HOG0013036	OG0002679	n17																jl_g36937.t1_1
N6.HOG0013037	OG0002680	n14															W103_g1627.t2_1	jl_g36441.t1_1, jl_g36446.t1_1
N6.HOG0013038	OG0002680	n23															W103_g1627.t1_1	jl_g36441.t2_1
N6.HOG0013039	OG0002681	n8															W103_g6529.t1_1	
