HOG	OG	Gene Tree Parent Clade	CBDRx	CBDRx_proteins	Cannbio-2_proteins	Cascade	ERB_F3_proteins	ERBxHO40_23_hirisehap1_proteins	ERBxHO40_23_hirisehap2_proteins	Finola_proteins	HO40_proteins	I3_proteins	JL_Mother_proteins	Parasponia_andersonii	Purple_Kush_proteins	Trema_orientale	W103_proteins	jl_proteins
N11.HOG0004385	OG0000177	n73					ERB_F3_g17541.t1_1											
N11.HOG0004386	OG0000177	n76					ERB_F3_g8612.t1_1, ERB_F3_g29071.t1_1											
N11.HOG0004387	OG0000177	n84						HO40_23xERB_hirisehap1_g33748.t1_1										
N11.HOG0004388	OG0000177	n99						HO40_23xERB_hirisehap1_g2911.t1_1										
N11.HOG0004389	OG0000177	n117						HO40_23xERB_hirisehap1_g33033.t2_1										
N11.HOG0004390	OG0000177	n125						HO40_23xERB_hirisehap1_g1452.t1_1										
N11.HOG0004391	OG0000177	n135						HO40_23xERB_hirisehap1_g10682.t1_1										
N11.HOG0004392	OG0000177	n137						HO40_23xERB_hirisehap1_g21663.t1_1										
N11.HOG0004393	OG0000177	n143						HO40_23xERB_hirisehap1_g630.t1_1										
N11.HOG0004394	OG0000177	n153						HO40_23xERB_hirisehap1_g33033.t1_1										
N11.HOG0004395	OG0000178	n20					ERB_F3_g2986.t1_1											
N11.HOG0004396	OG0000178	n51					ERB_F3_g28298.t1_1											
N11.HOG0004397	OG0000178	n80						HO40_23xERB_hirisehap1_g9774.t1_1, HO40_23xERB_hirisehap1_g11594.t1_1										
N11.HOG0004398	OG0000178	n128						HO40_23xERB_hirisehap1_g10571.t1_1										
N11.HOG0004399	OG0000179	n47						HO40_23xERB_hirisehap1_g9320.t1_1										
N11.HOG0004400	OG0000179	n51					ERB_F3_g23195.t1_1	HO40_23xERB_hirisehap1_g9320.t2_1										
N11.HOG0004401	OG0000179	n61					ERB_F3_g1149.t1_1											
N11.HOG0004402	OG0000179	n82					ERB_F3_g1150.t1_1											
N11.HOG0004403	OG0000179	n93						HO40_23xERB_hirisehap1_g10605.t1_1										
N11.HOG0004404	OG0000179	n101						HO40_23xERB_hirisehap1_g31055.t1_1										
N11.HOG0004405	OG0000179	n105					ERB_F3_g15022.t3_1, ERB_F3_g15022.t1_1											
N11.HOG0004406	OG0000179	n129					ERB_F3_g11883.t1_1											
N11.HOG0004407	OG0000179	n137					ERB_F3_g11882.t1_1											
N11.HOG0004408	OG0000179	n141					ERB_F3_g23079.t1_1											
N11.HOG0004409	OG0000179	n150					ERB_F3_g21767.t1_1	HO40_23xERB_hirisehap1_g971.t1_1										
N11.HOG0004410	OG0000179	n168					ERB_F3_g19242.t1_1	HO40_23xERB_hirisehap1_g16926.t1_1, HO40_23xERB_hirisehap1_g16925.t2_1										
N11.HOG0004411	OG0000180	n7					ERB_F3_g17534.t1_1	HO40_23xERB_hirisehap1_g8518.t1_1										
N11.HOG0004412	OG0000180	n24					ERB_F3_g13916.t1_1	HO40_23xERB_hirisehap1_g11919.t1_1										
N11.HOG0004413	OG0000180	n41					ERB_F3_g12674.t1_1	HO40_23xERB_hirisehap1_g32525.t1_1										
N11.HOG0004414	OG0000180	n59					ERB_F3_g32749.t1_1	HO40_23xERB_hirisehap1_g23093.t1_1										
N11.HOG0004415	OG0000180	n84						HO40_23xERB_hirisehap1_g11815.t1_1										
N11.HOG0004416	OG0000180	n90					ERB_F3_g13811.t1_1											
N11.HOG0004417	OG0000180	n143						HO40_23xERB_hirisehap1_g30035.t1_1										
N11.HOG0004418	OG0000180	n165						HO40_23xERB_hirisehap1_g439.t1_1										
N11.HOG0004419	OG0000181	n20					ERB_F3_g6537.t2_1											
N11.HOG0004420	OG0000181	n22						HO40_23xERB_hirisehap1_g33454.t1_1										
N11.HOG0004421	OG0000181	n27					ERB_F3_g11360.t1_1											
N11.HOG0004422	OG0000181	n29						HO40_23xERB_hirisehap1_g16433.t1_1										
N11.HOG0004423	OG0000181	n30					ERB_F3_g15943.t1_1	HO40_23xERB_hirisehap1_g11005.t2_1, HO40_23xERB_hirisehap1_g11005.t1_1, HO40_23xERB_hirisehap1_g23802.t1_1										
N11.HOG0004424	OG0000181	n34					ERB_F3_g23959.t2_1, ERB_F3_g17219.t1_1	HO40_23xERB_hirisehap1_g29209.t1_1										
N11.HOG0004425	OG0000181	n37						HO40_23xERB_hirisehap1_g5249.t1_1										
N11.HOG0004426	OG0000181	n39					ERB_F3_g6537.t1_1											
N11.HOG0004427	OG0000181	n42					ERB_F3_g23959.t1_1											
N11.HOG0004428	OG0000181	n50					ERB_F3_g33061.t1_1	HO40_23xERB_hirisehap1_g25082.t1_1										
N11.HOG0004429	OG0000181	n57					ERB_F3_g38347.t2_1											
N11.HOG0004430	OG0000181	n58					ERB_F3_g38347.t1_1											
N11.HOG0004431	OG0000181	n59						HO40_23xERB_hirisehap1_g33455.t1_1										
N11.HOG0004432	OG0000181	n62						HO40_23xERB_hirisehap1_g21806.t1_1										
N11.HOG0004433	OG0000181	n72						HO40_23xERB_hirisehap1_g32303.t1_1										
N11.HOG0004434	OG0000181	n74					ERB_F3_g20871.t1_1	HO40_23xERB_hirisehap1_g15099.t1_1										
N11.HOG0004435	OG0000181	n78					ERB_F3_g18940.t1_1											
N11.HOG0004436	OG0000181	n94					ERB_F3_g15102.t1_1											
N11.HOG0004437	OG0000181	n96					ERB_F3_g28374.t1_1, ERB_F3_g28374.t2_1, ERB_F3_g28374.t3_1, ERB_F3_g27781.t1_1											
N11.HOG0004438	OG0000181	n119						HO40_23xERB_hirisehap1_g24209.t1_1										
N11.HOG0004439	OG0000181	n127					ERB_F3_g35797.t1_1	HO40_23xERB_hirisehap1_g32586.t1_1										
N11.HOG0004440	OG0000181	n155					ERB_F3_g37446.t1_1	HO40_23xERB_hirisehap1_g22677.t1_1										
N11.HOG0004441	OG0000181	n157					ERB_F3_g37447.t1_1	HO40_23xERB_hirisehap1_g22676.t1_1										
N11.HOG0004442	OG0000181	n160						HO40_23xERB_hirisehap1_g21631.t1_1										
N11.HOG0004443	OG0000182	n6					ERB_F3_g930.t1_1	HO40_23xERB_hirisehap1_g14063.t1_1										
N11.HOG0004444	OG0000182	n13					ERB_F3_g36149.t1_1											
N11.HOG0004445	OG0000182	n14					ERB_F3_g21921.t1_1											
N11.HOG0004446	OG0000182	n18					ERB_F3_g10715.t2_1, ERB_F3_g10715.t1_1	HO40_23xERB_hirisehap1_g14064.t1_1										
N11.HOG0004447	OG0000182	n48					ERB_F3_g21922.t1_1											
N11.HOG0004448	OG0000182	n49					ERB_F3_g34373.t1_1											
N11.HOG0004449	OG0000182	n52					ERB_F3_g929.t1_1											
N11.HOG0004450	OG0000182	n62						HO40_23xERB_hirisehap1_g4238.t1_1										
N11.HOG0004451	OG0000182	n84					ERB_F3_g37282.t1_1											
N11.HOG0004452	OG0000182	n95					ERB_F3_g11346.t1_1											
N11.HOG0004453	OG0000182	n104					ERB_F3_g23407.t1_1											
N11.HOG0004454	OG0000182	n110					ERB_F3_g33644.t1_1											
N11.HOG0004455	OG0000182	n132						HO40_23xERB_hirisehap1_g14065.t1_1										
N11.HOG0004456	OG0000183	n2					ERB_F3_g17332.t1_1	HO40_23xERB_hirisehap1_g8325.t1_1, HO40_23xERB_hirisehap1_g16716.t1_1										
N11.HOG0004457	OG0000183	n23						HO40_23xERB_hirisehap1_g20141.t1_1										
N11.HOG0004458	OG0000183	n92						HO40_23xERB_hirisehap1_g4390.t1_1										
N11.HOG0004459	OG0000183	n149					ERB_F3_g33832.t1_1	HO40_23xERB_hirisehap1_g12737.t1_1										
N11.HOG0004460	OG0000184	n15						HO40_23xERB_hirisehap1_g12987.t1_1										
N11.HOG0004461	OG0000184	n21						HO40_23xERB_hirisehap1_g20434.t1_1										
N11.HOG0004462	OG0000184	n34						HO40_23xERB_hirisehap1_g21493.t1_1										
N11.HOG0004463	OG0000184	n35					ERB_F3_g24183.t1_1, ERB_F3_g24187.t1_1	HO40_23xERB_hirisehap1_g31358.t1_1										
N11.HOG0004464	OG0000184	n41					ERB_F3_g3496.t1_1											
N11.HOG0004465	OG0000184	n57					ERB_F3_g18520.t1_1											
N11.HOG0004466	OG0000184	n77					ERB_F3_g3361.t1_1											
N11.HOG0004467	OG0000184	n87						HO40_23xERB_hirisehap1_g13086.t1_1, HO40_23xERB_hirisehap1_g20623.t1_1										
N11.HOG0004468	OG0000184	n96						HO40_23xERB_hirisehap1_g692.t1_1										
N11.HOG0004469	OG0000184	n105						HO40_23xERB_hirisehap1_g34058.t1_1										
N11.HOG0004470	OG0000184	n108					ERB_F3_g3540.t1_1											
N11.HOG0004471	OG0000184	n115						HO40_23xERB_hirisehap1_g31190.t1_1										
N11.HOG0004472	OG0000184	n132						HO40_23xERB_hirisehap1_g12749.t1_1										
N11.HOG0004473	OG0000184	n133					ERB_F3_g21842.t1_1											
N11.HOG0004474	OG0000184	n138					ERB_F3_g35751.t1_1											
N11.HOG0004475	OG0000184	n143						HO40_23xERB_hirisehap1_g9726.t1_1										
N11.HOG0004476	OG0000184	n153					ERB_F3_g3723.t1_1											
N11.HOG0004477	OG0000184	n156					ERB_F3_g16434.t1_1											
N11.HOG0004478	OG0000184	n162						HO40_23xERB_hirisehap1_g13371.t1_1										
N11.HOG0004479	OG0000184	n165					ERB_F3_g16337.t1_1	HO40_23xERB_hirisehap1_g33951.t1_1										
N11.HOG0004480	OG0000185	n81					ERB_F3_g2636.t2_1	HO40_23xERB_hirisehap1_g18127.t2_1										
N11.HOG0004481	OG0000185	n92					ERB_F3_g2636.t1_1	HO40_23xERB_hirisehap1_g18127.t1_1										
N11.HOG0004482	OG0000185	n97						HO40_23xERB_hirisehap1_g33637.t1_1										
N11.HOG0004483	OG0000185	n103					ERB_F3_g5968.t1_1	HO40_23xERB_hirisehap1_g34885.t1_1										
N11.HOG0004484	OG0000185	n118					ERB_F3_g5968.t2_1	HO40_23xERB_hirisehap1_g4581.t2_1										
N11.HOG0004485	OG0000185	n124						HO40_23xERB_hirisehap1_g4581.t1_1										
N11.HOG0004486	OG0000185	n126						HO40_23xERB_hirisehap1_g34885.t2_1										
N11.HOG0004487	OG0000185	n130					ERB_F3_g12656.t2_1	HO40_23xERB_hirisehap1_g32542.t2_1										
N11.HOG0004488	OG0000185	n131					ERB_F3_g12656.t1_1	HO40_23xERB_hirisehap1_g32542.t1_1										
N11.HOG0004489	OG0000185	n134					ERB_F3_g14005.t1_1, ERB_F3_g14005.t2_1	HO40_23xERB_hirisehap1_g12026.t2_1										
N11.HOG0004490	OG0000185	n140					ERB_F3_g24470.t1_1											
N11.HOG0004491	OG0000185	n147					ERB_F3_g39775.t1_1, ERB_F3_g38948.t1_1											
N11.HOG0004492	OG0000185	n152					ERB_F3_g2634.t1_1											
N11.HOG0004493	OG0000185	n158						HO40_23xERB_hirisehap1_g15555.t1_1, HO40_23xERB_hirisehap1_g15555.t2_1										
N11.HOG0004494	OG0000185	n159						HO40_23xERB_hirisehap1_g27725.t1_1										
N11.HOG0004495	OG0000185	n163						HO40_23xERB_hirisehap1_g12026.t1_1										
N11.HOG0004496	OG0000186	n6					ERB_F3_g34470.t1_1											
N11.HOG0004497	OG0000186	n14					ERB_F3_g34470.t2_1											
N11.HOG0004498	OG0000186	n26					ERB_F3_g5056.t1_1											
N11.HOG0004499	OG0000186	n34					ERB_F3_g30262.t1_1, ERB_F3_g31727.t1_1											
N11.HOG0004500	OG0000186	n43					ERB_F3_g8165.t1_1											
N11.HOG0004501	OG0000186	n74					ERB_F3_g8616.t1_1	HO40_23xERB_hirisehap1_g27219.t1_1										
N11.HOG0004502	OG0000186	n99					ERB_F3_g13627.t1_1, ERB_F3_g13627.t2_1											
N11.HOG0004503	OG0000186	n134					ERB_F3_g32726.t1_1											
N11.HOG0004504	OG0000186	n140					ERB_F3_g32727.t1_1											
N11.HOG0004505	OG0000186	n155					ERB_F3_g13987.t1_1											
N11.HOG0004506	OG0000187	n8						HO40_23xERB_hirisehap1_g2643.t1_1										
N11.HOG0004507	OG0000187	n17						HO40_23xERB_hirisehap1_g24462.t1_1										
N11.HOG0004508	OG0000187	n32						HO40_23xERB_hirisehap1_g10612.t1_1										
N11.HOG0004509	OG0000187	n42					ERB_F3_g20480.t1_1	HO40_23xERB_hirisehap1_g1331.t1_1										
N11.HOG0004510	OG0000187	n64					ERB_F3_g31397.t1_1	HO40_23xERB_hirisehap1_g9558.t1_1										
N11.HOG0004511	OG0000187	n74						HO40_23xERB_hirisehap1_g31859.t1_1										
N11.HOG0004512	OG0000187	n81					ERB_F3_g1510.t1_1	HO40_23xERB_hirisehap1_g12896.t1_1										
N11.HOG0004513	OG0000187	n89					ERB_F3_g1235.t1_1											
N11.HOG0004514	OG0000187	n94						HO40_23xERB_hirisehap1_g27982.t1_1, HO40_23xERB_hirisehap1_g24797.t1_1										
N11.HOG0004515	OG0000187	n115					ERB_F3_g713.t1_1											
N11.HOG0004516	OG0000187	n123						HO40_23xERB_hirisehap1_g31307.t1_1										
N11.HOG0004517	OG0000187	n132					ERB_F3_g38672.t1_1											
N11.HOG0004518	OG0000187	n135					ERB_F3_g14324.t1_1											
N11.HOG0004519	OG0000187	n143					ERB_F3_g13203.t1_1											
N11.HOG0004520	OG0000187	n153					ERB_F3_g15306.t1_1											
N11.HOG0004521	OG0000187	n156						HO40_23xERB_hirisehap1_g2637.t1_1										
N11.HOG0004522	OG0000187	n161					ERB_F3_g564.t1_1											
N11.HOG0004523	OG0000187	n168					ERB_F3_g735.t1_1											
N11.HOG0004524	OG0000188	n1					ERB_F3_g22105.t1_1	HO40_23xERB_hirisehap1_g1866.t1_1										
N11.HOG0004525	OG0000188	n24					ERB_F3_g22024.t1_1	HO40_23xERB_hirisehap1_g1250.t1_1										
N11.HOG0004526	OG0000188	n40					ERB_F3_g22023.t1_1, ERB_F3_g22023.t2_1											
N11.HOG0004527	OG0000188	n60					ERB_F3_g13571.t1_1, ERB_F3_g30392.t1_1	HO40_23xERB_hirisehap1_g36.t1_1										
N11.HOG0004528	OG0000188	n68					ERB_F3_g13572.t1_1	HO40_23xERB_hirisehap1_g37.t1_1										
N11.HOG0004529	OG0000188	n70					ERB_F3_g30389.t1_1											
N11.HOG0004530	OG0000188	n99					ERB_F3_g30396.t1_1											
N11.HOG0004531	OG0000188	n102					ERB_F3_g13567.t1_1, ERB_F3_g13567.t2_1	HO40_23xERB_hirisehap1_g32.t1_1										
N11.HOG0004532	OG0000188	n107					ERB_F3_g54.t1_1	HO40_23xERB_hirisehap1_g29932.t1_1										
N11.HOG0004533	OG0000188	n147					ERB_F3_g30322.t1_1											
N11.HOG0004534	OG0000188	n155					ERB_F3_g31770.t1_1	HO40_23xERB_hirisehap1_g153.t1_1										
N11.HOG0004535	OG0000188	n162					ERB_F3_g30393.t1_1											
N11.HOG0004536	OG0000188	n169					ERB_F3_g13570.t1_1	HO40_23xERB_hirisehap1_g35.t1_1										
N11.HOG0004537	OG0000189	n79						HO40_23xERB_hirisehap1_g916.t2_1										
N11.HOG0004538	OG0000189	n92						HO40_23xERB_hirisehap1_g14084.t1_1										
N11.HOG0004539	OG0000189	n101						HO40_23xERB_hirisehap1_g34496.t2_1										
N11.HOG0004540	OG0000189	n105						HO40_23xERB_hirisehap1_g617.t2_1										
N11.HOG0004541	OG0000189	n112						HO40_23xERB_hirisehap1_g26834.t1_1										
N11.HOG0004542	OG0000189	n115						HO40_23xERB_hirisehap1_g29654.t1_1										
N11.HOG0004543	OG0000189	n119					ERB_F3_g18301.t1_1	HO40_23xERB_hirisehap1_g27264.t1_1										
N11.HOG0004544	OG0000189	n130					ERB_F3_g1614.t1_1	HO40_23xERB_hirisehap1_g31521.t1_1										
N11.HOG0004545	OG0000189	n133						HO40_23xERB_hirisehap1_g32956.t1_1										
N11.HOG0004546	OG0000189	n142					ERB_F3_g8034.t1_1											
N11.HOG0004547	OG0000189	n150					ERB_F3_g8035.t1_1	HO40_23xERB_hirisehap1_g3602.t1_1										
N11.HOG0004548	OG0000189	n161						HO40_23xERB_hirisehap1_g32992.t1_1										
N11.HOG0004549	OG0000189	n168						HO40_23xERB_hirisehap1_g23751.t1_1										
N11.HOG0004550	OG0000190	n9					ERB_F3_g3842.t1_1	HO40_23xERB_hirisehap1_g13532.t1_1, HO40_23xERB_hirisehap1_g13532.t2_1										
N11.HOG0004551	OG0000190	n13					ERB_F3_g8775.t1_1	HO40_23xERB_hirisehap1_g27052.t1_1										
N11.HOG0004552	OG0000190	n24					ERB_F3_g19104.t1_1	HO40_23xERB_hirisehap1_g10468.t1_1, HO40_23xERB_hirisehap1_g10468.t2_1										
N11.HOG0004553	OG0000190	n39					ERB_F3_g27532.t2_1, ERB_F3_g27532.t1_1	HO40_23xERB_hirisehap1_g3538.t1_1										
N11.HOG0004554	OG0000190	n47						HO40_23xERB_hirisehap1_g30380.t1_1										
N11.HOG0004555	OG0000190	n53					ERB_F3_g10162.t1_1											
N11.HOG0004556	OG0000190	n54					ERB_F3_g35126.t1_1, ERB_F3_g35126.t2_1											
N11.HOG0004557	OG0000190	n57						HO40_23xERB_hirisehap1_g28392.t1_1										
N11.HOG0004558	OG0000190	n72					ERB_F3_g19833.t1_1											
N11.HOG0004559	OG0000190	n103					ERB_F3_g21225.t1_1											
N11.HOG0004560	OG0000190	n112					ERB_F3_g27911.t1_1											
N11.HOG0004561	OG0000190	n113					ERB_F3_g23446.t1_1											
N11.HOG0004562	OG0000190	n126					ERB_F3_g32357.t1_1											
N11.HOG0004563	OG0000190	n128					ERB_F3_g37000.t2_1											
N11.HOG0004564	OG0000190	n135					ERB_F3_g5941.t1_1											
N11.HOG0004565	OG0000190	n139					ERB_F3_g5941.t2_1											
N11.HOG0004566	OG0000190	n148					ERB_F3_g7842.t2_1											
N11.HOG0004567	OG0000190	n151					ERB_F3_g7842.t1_1											
N11.HOG0004568	OG0000190	n152					ERB_F3_g14079.t1_1											
N11.HOG0004569	OG0000190	n160					ERB_F3_g37000.t1_1	HO40_23xERB_hirisehap1_g20789.t1_1										
N11.HOG0004570	OG0000190	n164					ERB_F3_g32402.t1_1, ERB_F3_g32402.t2_1											
N11.HOG0004571	OG0000191	n24					ERB_F3_g4286.t1_1	HO40_23xERB_hirisehap1_g14004.t1_1										
N11.HOG0004572	OG0000191	n25					ERB_F3_g1399.t1_1	HO40_23xERB_hirisehap1_g10022.t1_1, HO40_23xERB_hirisehap1_g33881.t1_1										
N11.HOG0004573	OG0000191	n28					ERB_F3_g21919.t1_1											
N11.HOG0004574	OG0000191	n34					ERB_F3_g13445.t1_1											
N11.HOG0004575	OG0000191	n50					ERB_F3_g13289.t1_1	HO40_23xERB_hirisehap1_g2864.t2_1										
N11.HOG0004576	OG0000191	n56					ERB_F3_g14850.t1_1											
N11.HOG0004577	OG0000191	n58					ERB_F3_g2529.t1_1											
N11.HOG0004578	OG0000191	n59					ERB_F3_g10239.t1_1											
N11.HOG0004579	OG0000191	n76						HO40_23xERB_hirisehap1_g31990.t1_1										
N11.HOG0004580	OG0000191	n77						HO40_23xERB_hirisehap1_g3598.t1_1										
N11.HOG0004581	OG0000191	n79						HO40_23xERB_hirisehap1_g20572.t1_1										
N11.HOG0004582	OG0000191	n85					ERB_F3_g20158.t1_1											
N11.HOG0004583	OG0000191	n97					ERB_F3_g13289.t2_1											
N11.HOG0004584	OG0000191	n105					ERB_F3_g24278.t1_1											
N11.HOG0004585	OG0000191	n119						HO40_23xERB_hirisehap1_g890.t1_1										
N11.HOG0004586	OG0000191	n131					ERB_F3_g24813.t2_1, ERB_F3_g27081.t1_1											
N11.HOG0004587	OG0000191	n139					ERB_F3_g3259.t1_1	HO40_23xERB_hirisehap1_g28416.t1_1										
N11.HOG0004588	OG0000191	n151					ERB_F3_g18361.t1_1	HO40_23xERB_hirisehap1_g16162.t1_1										
N11.HOG0004589	OG0000191	n162					ERB_F3_g37725.t1_1											
N11.HOG0004590	OG0000191	n163					ERB_F3_g14625.t1_1											
N11.HOG0004591	OG0000192	n2					ERB_F3_g21882.t2_1	HO40_23xERB_hirisehap1_g28544.t1_1										
N11.HOG0004592	OG0000192	n8					ERB_F3_g21882.t1_1											
N11.HOG0004593	OG0000192	n29						HO40_23xERB_hirisehap1_g20051.t1_1										
N11.HOG0004594	OG0000192	n30					ERB_F3_g14836.t1_1	HO40_23xERB_hirisehap1_g16829.t1_1										
N11.HOG0004595	OG0000192	n41						HO40_23xERB_hirisehap1_g17978.t1_1										
N11.HOG0004596	OG0000192	n44					ERB_F3_g20041.t1_1											
N11.HOG0004597	OG0000192	n52					ERB_F3_g34935.t1_1											
N11.HOG0004598	OG0000192	n54					ERB_F3_g14448.t1_1											
N11.HOG0004599	OG0000192	n66						HO40_23xERB_hirisehap1_g28124.t1_1										
N11.HOG0004600	OG0000192	n86						HO40_23xERB_hirisehap1_g14007.t1_1										
N11.HOG0004601	OG0000192	n87						HO40_23xERB_hirisehap1_g30243.t1_1, HO40_23xERB_hirisehap1_g13565.t1_1										
N11.HOG0004602	OG0000192	n96					ERB_F3_g11599.t1_1											
N11.HOG0004603	OG0000192	n103					ERB_F3_g15675.t1_1											
N11.HOG0004604	OG0000192	n107					ERB_F3_g10369.t1_1											
N11.HOG0004605	OG0000192	n118					ERB_F3_g20254.t1_1											
N11.HOG0004606	OG0000192	n138						HO40_23xERB_hirisehap1_g23898.t1_1										
N11.HOG0004607	OG0000192	n141						HO40_23xERB_hirisehap1_g31171.t1_1										
N11.HOG0004608	OG0000192	n164						HO40_23xERB_hirisehap1_g28092.t1_1										
N11.HOG0004609	OG0000192	n169						HO40_23xERB_hirisehap1_g16091.t1_1										
N11.HOG0004610	OG0000192	n170					ERB_F3_g2851.t1_1	HO40_23xERB_hirisehap1_g17901.t1_1										
N11.HOG0004611	OG0000193	n13						HO40_23xERB_hirisehap1_g33925.t1_1										
N11.HOG0004612	OG0000193	n16						HO40_23xERB_hirisehap1_g33999.t1_1, HO40_23xERB_hirisehap1_g24487.t1_1										
N11.HOG0004613	OG0000193	n20						HO40_23xERB_hirisehap1_g24171.t2_1										
N11.HOG0004614	OG0000193	n30					ERB_F3_g20748.t1_1	HO40_23xERB_hirisehap1_g4759.t1_1										
N11.HOG0004615	OG0000193	n49						HO40_23xERB_hirisehap1_g9655.t1_1										
N11.HOG0004616	OG0000193	n51						HO40_23xERB_hirisehap1_g9785.t1_1, HO40_23xERB_hirisehap1_g370.t1_1, HO40_23xERB_hirisehap1_g24342.t1_1										
N11.HOG0004617	OG0000193	n69					ERB_F3_g15892.t1_1											
N11.HOG0004618	OG0000193	n78						HO40_23xERB_hirisehap1_g29914.t1_1, HO40_23xERB_hirisehap1_g493.t1_1, HO40_23xERB_hirisehap1_g31371.t1_1, HO40_23xERB_hirisehap1_g22249.t1_1										
N11.HOG0004619	OG0000193	n86						HO40_23xERB_hirisehap1_g15457.t1_1, HO40_23xERB_hirisehap1_g11691.t1_1										
N11.HOG0004620	OG0000193	n90						HO40_23xERB_hirisehap1_g25285.t1_1										
N11.HOG0004621	OG0000193	n92					ERB_F3_g39781.t1_1	HO40_23xERB_hirisehap1_g18083.t1_1										
N11.HOG0004622	OG0000193	n97						HO40_23xERB_hirisehap1_g15796.t1_1										
N11.HOG0004623	OG0000193	n98					ERB_F3_g29188.t1_1	HO40_23xERB_hirisehap1_g17986.t1_1										
N11.HOG0004624	OG0000193	n108					ERB_F3_g4612.t1_1	HO40_23xERB_hirisehap1_g9299.t1_1										
N11.HOG0004625	OG0000193	n113						HO40_23xERB_hirisehap1_g24576.t1_1										
N11.HOG0004626	OG0000193	n117						HO40_23xERB_hirisehap1_g5157.t1_1										
N11.HOG0004627	OG0000193	n130					ERB_F3_g26207.t1_1											
N11.HOG0004628	OG0000193	n148						HO40_23xERB_hirisehap1_g17636.t1_1, HO40_23xERB_hirisehap1_g27738.t1_1										
N11.HOG0004629	OG0000193	n159					ERB_F3_g4671.t1_1	HO40_23xERB_hirisehap1_g29210.t1_1, HO40_23xERB_hirisehap1_g24171.t1_1, HO40_23xERB_hirisehap1_g2217.t1_1, HO40_23xERB_hirisehap1_g18560.t1_1										
N11.HOG0004630	OG0000193	n167						HO40_23xERB_hirisehap1_g4554.t1_1										
N11.HOG0004631	OG0000193	n169						HO40_23xERB_hirisehap1_g3607.t1_1										
N11.HOG0004632	OG0000194	n9						HO40_23xERB_hirisehap1_g20563.t1_1										
N11.HOG0004633	OG0000194	n13						HO40_23xERB_hirisehap1_g30715.t1_1, HO40_23xERB_hirisehap1_g1065.t1_1										
N11.HOG0004634	OG0000194	n19						HO40_23xERB_hirisehap1_g24815.t1_1										
N11.HOG0004635	OG0000194	n39						HO40_23xERB_hirisehap1_g24899.t1_1										
N11.HOG0004636	OG0000194	n41						HO40_23xERB_hirisehap1_g31333.t1_1										
N11.HOG0004637	OG0000194	n57					ERB_F3_g16189.t1_1											
N11.HOG0004638	OG0000194	n67					ERB_F3_g26149.t1_1											
N11.HOG0004639	OG0000194	n71						HO40_23xERB_hirisehap1_g33048.t1_1										
N11.HOG0004640	OG0000194	n74					ERB_F3_g5503.t1_1											
N11.HOG0004641	OG0000194	n85					ERB_F3_g24855.t1_1											
N11.HOG0004642	OG0000194	n88					ERB_F3_g24746.t1_1, ERB_F3_g26202.t1_1											
N11.HOG0004643	OG0000194	n93						HO40_23xERB_hirisehap1_g30916.t1_1										
N11.HOG0004644	OG0000194	n102					ERB_F3_g32380.t1_1											
N11.HOG0004645	OG0000194	n138						HO40_23xERB_hirisehap1_g13535.t1_1										
N11.HOG0004646	OG0000194	n149					ERB_F3_g1687.t1_1											
N11.HOG0004647	OG0000194	n151						HO40_23xERB_hirisehap1_g827.t1_1										
N11.HOG0004648	OG0000194	n156						HO40_23xERB_hirisehap1_g31700.t1_1										
N11.HOG0004649	OG0000194	n158					ERB_F3_g30054.t1_1											
N11.HOG0004650	OG0000194	n160					ERB_F3_g29814.t1_1											
N11.HOG0004651	OG0000194	n164						HO40_23xERB_hirisehap1_g12363.t1_1										
N11.HOG0004652	OG0000195	n24						HO40_23xERB_hirisehap1_g76.t1_1										
N11.HOG0004653	OG0000195	n28						HO40_23xERB_hirisehap1_g102.t1_1										
N11.HOG0004654	OG0000195	n54						HO40_23xERB_hirisehap1_g80.t1_1, HO40_23xERB_hirisehap1_g91.t1_1										
N11.HOG0004655	OG0000195	n70						HO40_23xERB_hirisehap1_g104.t1_1										
N11.HOG0004656	OG0000195	n85						HO40_23xERB_hirisehap1_g101.t1_1										
N11.HOG0004657	OG0000195	n93						HO40_23xERB_hirisehap1_g94.t1_1, HO40_23xERB_hirisehap1_g94.t2_1										
N11.HOG0004658	OG0000195	n115						HO40_23xERB_hirisehap1_g93.t1_1										
N11.HOG0004659	OG0000195	n120						HO40_23xERB_hirisehap1_g93.t2_1										
N11.HOG0004660	OG0000195	n136						HO40_23xERB_hirisehap1_g106.t2_1										
N11.HOG0004661	OG0000195	n149						HO40_23xERB_hirisehap1_g106.t1_1										
N11.HOG0004662	OG0000195	n154						HO40_23xERB_hirisehap1_g105.t1_1										
N11.HOG0004663	OG0000195	n158						HO40_23xERB_hirisehap1_g99.t1_1, HO40_23xERB_hirisehap1_g98.t1_1										
N11.HOG0004664	OG0000195	n165						HO40_23xERB_hirisehap1_g96.t1_1, HO40_23xERB_hirisehap1_g108.t1_1										
N11.HOG0004665	OG0000196	n34					ERB_F3_g33557.t1_1											
N11.HOG0004666	OG0000196	n35					ERB_F3_g11767.t1_1, ERB_F3_g11767.t2_1											
N11.HOG0004667	OG0000196	n40					ERB_F3_g35402.t1_1											
N11.HOG0004668	OG0000196	n62					ERB_F3_g3400.t1_1											
N11.HOG0004669	OG0000196	n67						HO40_23xERB_hirisehap1_g30951.t1_1										
