HOG	OG	Gene Tree Parent Clade	CBDRx	CBDRx_proteins	Cannbio-2_proteins	Cascade	ERB_F3_proteins	ERBxHO40_23_hirisehap1_proteins	ERBxHO40_23_hirisehap2_proteins	Finola_proteins	HO40_proteins	I3_proteins	JL_Mother_proteins	Parasponia_andersonii	Purple_Kush_proteins	Trema_orientale	W103_proteins	jl_proteins
N13.HOG0011991	OG0001042	n8										I3_g10521.t1_1	JL_Mother_g15386.t1_1					
N13.HOG0011992	OG0001042	n17										I3_g20963.t1_1						
N13.HOG0011993	OG0001042	n22										I3_g31429.t1_1						
N13.HOG0011994	OG0001042	n33										I3_g28620.t1_1						
N13.HOG0011995	OG0001042	n36										I3_g45089.t1_1						
N13.HOG0011996	OG0001042	n42										I3_g34407.t1_1						
N13.HOG0011997	OG0001042	n48										I3_g15360.t1_1						
N13.HOG0011998	OG0001042	n49										I3_g50261.t1_1	JL_Mother_g20076.t1_1					
N13.HOG0011999	OG0001043	n13										I3_g11536.t1_1						
N13.HOG0012000	OG0001043	n19										I3_g11535.t1_1	JL_Mother_g15679.t1_1					
N13.HOG0012001	OG0001043	n39										I3_g11541.t1_1	JL_Mother_g15685.t1_1					
N13.HOG0012002	OG0001044	n8										I3_g23394.t1_1	JL_Mother_g30923.t1_1					
N13.HOG0012003	OG0001044	n28										I3_g23392.t1_1	JL_Mother_g30921.t1_1					
N13.HOG0012004	OG0001044	n40										I3_g23391.t1_1	JL_Mother_g30919.t1_1					
N13.HOG0012005	OG0001045	n20										I3_g36465.t1_1	JL_Mother_g41904.t1_1					
N13.HOG0012006	OG0001045	n35										I3_g6622.t1_1	JL_Mother_g33622.t1_1					
N13.HOG0012007	OG0001046	n8										I3_g15683.t2_1	JL_Mother_g18018.t1_1					
N13.HOG0012008	OG0001046	n24										I3_g31309.t2_1						
N13.HOG0012009	OG0001046	n26										I3_g31309.t1_1, I3_g15683.t1_1						
N13.HOG0012010	OG0001046	n44										I3_g15682.t1_1						
N13.HOG0012011	OG0001046	n47										I3_g31308.t1_1						
N13.HOG0012012	OG0001047	n9										I3_g16980.t1_1	JL_Mother_g2498.t1_1					
N13.HOG0012013	OG0001047	n22										I3_g16979.t1_1						
N13.HOG0012014	OG0001047	n28											JL_Mother_g315.t1_1					
N13.HOG0012015	OG0001047	n30											JL_Mother_g2499.t1_1					
N13.HOG0012016	OG0001047	n31											JL_Mother_g314.t1_1					
N13.HOG0012017	OG0001047	n37										I3_g12515.t2_1	JL_Mother_g2423.t2_1					
N13.HOG0012018	OG0001047	n48										I3_g12515.t1_1	JL_Mother_g2423.t1_1					
N13.HOG0012019	OG0001047	n52											JL_Mother_g395.t1_1					
N13.HOG0012020	OG0001047	n53											JL_Mother_g395.t2_1					
N13.HOG0012021	OG0001048	n2										I3_g48311.t1_1, I3_g48400.t1_1	JL_Mother_g12611.t1_1					
N13.HOG0012022	OG0001048	n28										I3_g33170.t1_1, I3_g32590.t1_1	JL_Mother_g9441.t1_1					
N13.HOG0012023	OG0001048	n47										I3_g8186.t1_1						
N13.HOG0012024	OG0001048	n49											JL_Mother_g17094.t1_1					
N13.HOG0012025	OG0001049	n14										I3_g29130.t1_1	JL_Mother_g13667.t1_1					
N13.HOG0012026	OG0001049	n24										I3_g22783.t1_1						
N13.HOG0012027	OG0001049	n27										I3_g22781.t1_1, I3_g29128.t1_1	JL_Mother_g13665.t1_1					
N13.HOG0012028	OG0001049	n42										I3_g29129.t1_1, I3_g22782.t1_1	JL_Mother_g13666.t1_1					
N13.HOG0012029	OG0001050	n12											JL_Mother_g23202.t1_1					
N13.HOG0012030	OG0001050	n15											JL_Mother_g19979.t1_1					
N13.HOG0012031	OG0001050	n29											JL_Mother_g33294.t1_1					
N13.HOG0012032	OG0001050	n36											JL_Mother_g33293.t1_1					
N13.HOG0012033	OG0001050	n49											JL_Mother_g33296.t1_1					
N13.HOG0012034	OG0001051	n10										I3_g43103.t1_1						
N13.HOG0012035	OG0001051	n13										I3_g40648.t1_1						
N13.HOG0012036	OG0001051	n18										I3_g43268.t1_1, I3_g41796.t1_1	JL_Mother_g37211.t1_1					
N13.HOG0012037	OG0001051	n34										I3_g32745.t1_1						
N13.HOG0012038	OG0001051	n36										I3_g7813.t1_1	JL_Mother_g4361.t1_1					
N13.HOG0012039	OG0001051	n45										I3_g35992.t1_1	JL_Mother_g20729.t1_1					
N13.HOG0012040	OG0001051	n56											JL_Mother_g20730.t1_1					
N13.HOG0012041	OG0001052	n10										I3_g21496.t1_1	JL_Mother_g20289.t1_1					
N13.HOG0012042	OG0001052	n28										I3_g21495.t1_1	JL_Mother_g20288.t1_1					
N13.HOG0012043	OG0001052	n43										I3_g10039.t1_1	JL_Mother_g37141.t1_1					
N13.HOG0012044	OG0001053	n26										I3_g30520.t1_1, I3_g30521.t1_1, I3_g30521.t2_1						
N13.HOG0012045	OG0001053	n33											JL_Mother_g11092.t1_1					
N13.HOG0012046	OG0001053	n40										I3_g32730.t1_1						
N13.HOG0012047	OG0001053	n46										I3_g36742.t1_1, I3_g47153.t1_1						
N13.HOG0012048	OG0001053	n47										I3_g26119.t1_1						
N13.HOG0012049	OG0001053	n50											JL_Mother_g40742.t1_1					
N13.HOG0012050	OG0001054	n7										I3_g3655.t1_1	JL_Mother_g7830.t1_1					
N13.HOG0012051	OG0001054	n26										I3_g27281.t1_1						
N13.HOG0012052	OG0001054	n31										I3_g31596.t1_1						
N13.HOG0012053	OG0001054	n40										I3_g31597.t1_1						
N13.HOG0012054	OG0001054	n43											JL_Mother_g24952.t1_1					
N13.HOG0012055	OG0001054	n53										I3_g27280.t1_1						
N13.HOG0012056	OG0001055	n5										I3_g35529.t1_1, I3_g45936.t1_1	JL_Mother_g30648.t1_1					
N13.HOG0012057	OG0001055	n32										I3_g35528.t1_1, I3_g45937.t1_1	JL_Mother_g30647.t1_1					
N13.HOG0012058	OG0001055	n39										I3_g45938.t1_1	JL_Mother_g30646.t1_1					
N13.HOG0012059	OG0001056	n1										I3_g24111.t1_1	JL_Mother_g36491.t1_1					
N13.HOG0012060	OG0001056	n25										I3_g45207.t1_1, I3_g25515.t1_1	JL_Mother_g3825.t1_1, JL_Mother_g7403.t1_1					
N13.HOG0012061	OG0001056	n42										I3_g10050.t1_1	JL_Mother_g37130.t1_1					
N13.HOG0012062	OG0001057	n11										I3_g32508.t1_1	JL_Mother_g40267.t1_1					
N13.HOG0012063	OG0001057	n29										I3_g32509.t1_1	JL_Mother_g40266.t1_1					
N13.HOG0012064	OG0001057	n35										I3_g33085.t1_1						
N13.HOG0012065	OG0001057	n43										I3_g33081.t1_1, I3_g32506.t1_1	JL_Mother_g40269.t1_1					
N13.HOG0012066	OG0001058	n8										I3_g38028.t2_1, I3_g38028.t1_1	JL_Mother_g8237.t1_1					
N13.HOG0012067	OG0001058	n20										I3_g38029.t1_1	JL_Mother_g8236.t1_1					
N13.HOG0012068	OG0001058	n31										I3_g38024.t1_1	JL_Mother_g8241.t1_1					
N13.HOG0012069	OG0001058	n43										I3_g38025.t1_1	JL_Mother_g8240.t1_1					
N13.HOG0012070	OG0001059	n20										I3_g4390.t1_1						
N13.HOG0012071	OG0001059	n24										I3_g32282.t1_1						
N13.HOG0012072	OG0001059	n37										I3_g30821.t1_1						
N13.HOG0012073	OG0001059	n44											JL_Mother_g19247.t1_1					
N13.HOG0012074	OG0001059	n52											JL_Mother_g17395.t1_1					
N13.HOG0012075	OG0001060	n11										I3_g18960.t1_1	JL_Mother_g26246.t1_1					
N13.HOG0012076	OG0001060	n15										I3_g18958.t1_1						
N13.HOG0012077	OG0001060	n17										I3_g18958.t2_1						
N13.HOG0012078	OG0001060	n44											JL_Mother_g26245.t1_1					
N13.HOG0012079	OG0001060	n49										I3_g18961.t1_1						
N13.HOG0012080	OG0001060	n50										I3_g18962.t1_1						
N13.HOG0012081	OG0001061	n48										I3_g1447.t1_1						
N13.HOG0012082	OG0001062	n2											JL_Mother_g34875.t1_1, JL_Mother_g41529.t1_1					
N13.HOG0012083	OG0001062	n41										I3_g33024.t1_1	JL_Mother_g41527.t1_1					
N13.HOG0012084	OG0001063	n16											JL_Mother_g15312.t1_1					
N13.HOG0012085	OG0001063	n19											JL_Mother_g15300.t1_1					
N13.HOG0012086	OG0001063	n30											JL_Mother_g15306.t1_1, JL_Mother_g15301.t1_1, JL_Mother_g15303.t1_1, JL_Mother_g15304.t1_1					
N13.HOG0012087	OG0001063	n37											JL_Mother_g15309.t1_1					
N13.HOG0012088	OG0001063	n46											JL_Mother_g15322.t1_1					
N13.HOG0012089	OG0001063	n50											JL_Mother_g15319.t1_1					
N13.HOG0012090	OG0001064	n50										I3_g13182.t1_1						
N13.HOG0012091	OG0001064	n53										I3_g42540.t1_1, I3_g41533.t1_1						
N13.HOG0012092	OG0001064	n56										I3_g26501.t1_1						
N13.HOG0012093	OG0001065	n4										I3_g13907.t1_1	JL_Mother_g32641.t1_1					
N13.HOG0012094	OG0001065	n13										I3_g22648.t1_1						
N13.HOG0012095	OG0001065	n17										I3_g23341.t1_1	JL_Mother_g42029.t1_1					
N13.HOG0012096	OG0001065	n38										I3_g23313.t1_1						
N13.HOG0012097	OG0001065	n41										I3_g6949.t1_1	JL_Mother_g6370.t1_1					
N13.HOG0012098	OG0001065	n46										I3_g13902.t1_1	JL_Mother_g32648.t1_1					
N13.HOG0012099	OG0001065	n52										I3_g13900.t1_1						
N13.HOG0012100	OG0001065	n53										I3_g13899.t1_1	JL_Mother_g32649.t1_1					
N13.HOG0012101	OG0001066	n3										I3_g24151.t1_1	JL_Mother_g36529.t1_1					
N13.HOG0012102	OG0001066	n17											JL_Mother_g36530.t1_1					
N13.HOG0012103	OG0001066	n26										I3_g24152.t1_1						
N13.HOG0012104	OG0001066	n35										I3_g24153.t1_1	JL_Mother_g36531.t1_1					
N13.HOG0012105	OG0001066	n42										I3_g24154.t1_1						
N13.HOG0012106	OG0001066	n50										I3_g24155.t1_1						
N13.HOG0012107	OG0001067	n10										I3_g24181.t1_1						
N13.HOG0012108	OG0001067	n21											JL_Mother_g36556.t1_1					
N13.HOG0012109	OG0001067	n27											JL_Mother_g36559.t1_1					
N13.HOG0012110	OG0001067	n33										I3_g24185.t1_1						
N13.HOG0012111	OG0001067	n42											JL_Mother_g36557.t1_1					
N13.HOG0012112	OG0001067	n44										I3_g24182.t1_1						
N13.HOG0012113	OG0001067	n51										I3_g24183.t1_1	JL_Mother_g36558.t1_1					
N13.HOG0012114	OG0001068	n22										I3_g6719.t1_1	JL_Mother_g15965.t1_1					
N13.HOG0012115	OG0001068	n33											JL_Mother_g15967.t1_1					
N13.HOG0012116	OG0001068	n38										I3_g6717.t1_1						
N13.HOG0012117	OG0001068	n52											JL_Mother_g15969.t1_1					
N13.HOG0012118	OG0001069	n11										I3_g16856.t1_1						
N13.HOG0012119	OG0001069	n17										I3_g43322.t1_1						
N13.HOG0012120	OG0001069	n23										I3_g5783.t1_1	JL_Mother_g7974.t1_1					
N13.HOG0012121	OG0001069	n36										I3_g16335.t1_1						
N13.HOG0012122	OG0001069	n46										I3_g9326.t1_1	JL_Mother_g38196.t1_1					
N13.HOG0012123	OG0001070	n3											JL_Mother_g21463.t1_1					
N13.HOG0012124	OG0001070	n34											JL_Mother_g3356.t1_1					
N13.HOG0012125	OG0001070	n44										I3_g40086.t1_1, I3_g34506.t1_1						
N13.HOG0012126	OG0001071	n9										I3_g14210.t1_1	JL_Mother_g5403.t1_1					
N13.HOG0012127	OG0001071	n15										I3_g390.t1_1						
N13.HOG0012128	OG0001071	n24										I3_g14409.t2_1	JL_Mother_g32081.t1_1					
N13.HOG0012129	OG0001071	n28										I3_g9211.t2_1	JL_Mother_g32657.t1_1, JL_Mother_g32656.t1_1					
N13.HOG0012130	OG0001071	n31										I3_g14409.t1_1, I3_g9211.t1_1						
N13.HOG0012131	OG0001071	n39											JL_Mother_g32311.t1_1					
N13.HOG0012132	OG0001071	n42										I3_g13446.t2_1, I3_g13446.t1_1						
N13.HOG0012133	OG0001071	n51										I3_g13447.t1_1						
N13.HOG0012134	OG0001071	n56										I3_g17770.t1_1						
N13.HOG0012135	OG0001072	n4										I3_g5893.t1_1						
N13.HOG0012136	OG0001072	n8											JL_Mother_g2287.t1_1					
N13.HOG0012137	OG0001072	n21										I3_g20188.t1_1, I3_g9046.t1_1						
N13.HOG0012138	OG0001072	n25										I3_g13690.t2_1						
N13.HOG0012139	OG0001072	n35										I3_g14071.t1_1	JL_Mother_g19323.t1_1					
N13.HOG0012140	OG0001072	n37										I3_g24418.t1_1	JL_Mother_g34971.t1_1					
N13.HOG0012141	OG0001072	n42										I3_g13690.t1_1						
N13.HOG0012142	OG0001072	n43										I3_g41680.t2_1, I3_g41675.t2_1						
N13.HOG0012143	OG0001072	n44										I3_g41680.t1_1, I3_g41675.t1_1						
N13.HOG0012144	OG0001073	n2										I3_g17355.t2_1						
N13.HOG0012145	OG0001073	n21										I3_g30315.t1_1	JL_Mother_g7466.t2_1					
N13.HOG0012146	OG0001073	n36										I3_g8154.t1_1						
N13.HOG0012147	OG0001073	n39										I3_g11496.t1_1						
N13.HOG0012148	OG0001073	n40											JL_Mother_g36649.t1_1					
N13.HOG0012149	OG0001073	n43										I3_g16508.t2_1	JL_Mother_g36642.t2_1					
N13.HOG0012150	OG0001073	n52											JL_Mother_g32056.t2_1					
N13.HOG0012151	OG0001073	n55											JL_Mother_g28179.t1_1					
N13.HOG0012152	OG0001076	n14										I3_g12779.t1_1, I3_g12779.t2_1	JL_Mother_g13757.t1_1, JL_Mother_g1151.t1_1					
N13.HOG0012153	OG0001076	n20										I3_g41988.t1_1						
N13.HOG0012154	OG0001076	n33											JL_Mother_g4274.t1_1					
N13.HOG0012155	OG0001076	n34										I3_g7916.t1_1	JL_Mother_g4274.t2_1					
N13.HOG0012156	OG0001076	n43										I3_g2314.t1_1						
N13.HOG0012157	OG0001077	n6										I3_g43152.t2_1	JL_Mother_g40352.t2_1					
N13.HOG0012158	OG0001077	n14										I3_g17908.t1_1						
N13.HOG0012159	OG0001077	n21											JL_Mother_g35468.t1_1					
N13.HOG0012160	OG0001077	n28											JL_Mother_g33364.t2_1, JL_Mother_g25379.t1_1					
N13.HOG0012161	OG0001077	n30											JL_Mother_g24827.t1_1					
N13.HOG0012162	OG0001077	n39										I3_g38154.t2_1	JL_Mother_g39652.t1_1					
N13.HOG0012163	OG0001077	n47										I3_g15061.t1_1						
N13.HOG0012164	OG0001077	n48										I3_g23767.t1_1						
N13.HOG0012165	OG0001078	n3										I3_g41617.t1_1, I3_g8671.t1_1	JL_Mother_g34977.t1_1					
N13.HOG0012166	OG0001078	n13										I3_g25088.t1_1						
N13.HOG0012167	OG0001078	n19										I3_g3742.t1_1						
N13.HOG0012168	OG0001078	n25										I3_g13196.t1_1, I3_g27750.t1_1	JL_Mother_g14077.t1_1, JL_Mother_g31850.t1_1					
N13.HOG0012169	OG0001078	n36										I3_g35279.t1_1						
N13.HOG0012170	OG0001079	n7										I3_g44607.t1_1						
N13.HOG0012171	OG0001079	n9										I3_g3871.t1_1						
N13.HOG0012172	OG0001079	n18											JL_Mother_g26562.t2_1					
N13.HOG0012173	OG0001079	n26										I3_g4618.t1_1	JL_Mother_g11319.t2_1					
N13.HOG0012174	OG0001079	n33										I3_g10687.t1_1	JL_Mother_g12424.t2_1					
N13.HOG0012175	OG0001079	n37										I3_g13179.t1_1						
N13.HOG0012176	OG0001079	n47										I3_g42697.t2_1	JL_Mother_g29135.t1_1					
N13.HOG0012177	OG0001079	n50										I3_g13296.t1_1	JL_Mother_g32220.t1_1					
N13.HOG0012178	OG0001079	n54											JL_Mother_g6986.t2_1					
N13.HOG0012179	OG0001080	n5										I3_g40421.t1_1, I3_g32133.t1_1	JL_Mother_g25509.t1_1					
N13.HOG0012180	OG0001080	n25										I3_g13047.t1_1	JL_Mother_g41786.t1_1					
N13.HOG0012181	OG0001080	n40										I3_g7121.t1_1	JL_Mother_g23521.t1_1					
N13.HOG0012182	OG0001081	n10											JL_Mother_g30782.t1_1					
N13.HOG0012183	OG0001081	n12										I3_g23119.t1_1	JL_Mother_g4343.t1_1					
N13.HOG0012184	OG0001081	n16										I3_g49151.t1_1						
N13.HOG0012185	OG0001081	n30										I3_g37494.t1_1, I3_g43121.t1_1						
N13.HOG0012186	OG0001081	n35										I3_g23024.t1_1	JL_Mother_g4636.t1_1					
N13.HOG0012187	OG0001081	n46										I3_g8412.t1_1						
N13.HOG0012188	OG0001081	n48										I3_g16740.t1_1						
N13.HOG0012189	OG0001081	n50										I3_g6330.t1_1						
N13.HOG0012190	OG0001081	n52										I3_g43121.t2_1						
N13.HOG0012191	OG0001081	n53										I3_g11573.t1_1, I3_g8416.t1_1						
N13.HOG0012192	OG0001082	n2										I3_g11610.t1_1	JL_Mother_g29806.t1_1, JL_Mother_g34911.t1_1					
N13.HOG0012193	OG0001082	n38											JL_Mother_g4055.t1_1, JL_Mother_g4054.t1_1					
N13.HOG0012194	OG0001082	n49											JL_Mother_g34910.t1_1					
N13.HOG0012195	OG0001082	n53										I3_g32971.t1_1						
N13.HOG0012196	OG0001083	n1										I3_g812.t1_1	JL_Mother_g8365.t1_1					
N13.HOG0012197	OG0001083	n18										I3_g22984.t1_1						
N13.HOG0012198	OG0001083	n35										I3_g38296.t1_1, I3_g41212.t1_1	JL_Mother_g9871.t1_1, JL_Mother_g27830.t1_1					
N13.HOG0012199	OG0001084	n11										I3_g29549.t1_1	JL_Mother_g35985.t1_1					
N13.HOG0012200	OG0001084	n23										I3_g29550.t1_1	JL_Mother_g35984.t1_1					
N13.HOG0012201	OG0001084	n40										I3_g17588.t1_1, I3_g12360.t1_1	JL_Mother_g554.t1_1					
N13.HOG0012202	OG0001085	n12											JL_Mother_g31750.t1_1					
N13.HOG0012203	OG0001085	n18											JL_Mother_g11799.t1_1					
N13.HOG0012204	OG0001085	n25											JL_Mother_g4608.t1_1					
N13.HOG0012205	OG0001085	n35										I3_g46246.t1_1	JL_Mother_g10965.t1_1					
N13.HOG0012206	OG0001085	n40										I3_g28919.t1_1						
N13.HOG0012207	OG0001085	n46											JL_Mother_g11158.t1_1					
N13.HOG0012208	OG0001085	n51										I3_g42995.t1_1						
N13.HOG0012209	OG0001085	n55										I3_g2292.t1_1						
N13.HOG0012210	OG0001086	n49										I3_g13548.t1_1						
N13.HOG0012211	OG0001087	n1										I3_g27451.t1_1, I3_g35498.t1_1	JL_Mother_g30612.t1_1					
N13.HOG0012212	OG0001087	n18										I3_g35562.t2_1						
N13.HOG0012213	OG0001087	n25										I3_g35562.t1_1, I3_g24740.t1_1						
N13.HOG0012214	OG0001087	n34										I3_g24740.t2_1	JL_Mother_g30685.t1_1					
N13.HOG0012215	OG0001087	n50										I3_g35499.t1_1						
N13.HOG0012216	OG0001088	n14										I3_g36687.t1_1						
N13.HOG0012217	OG0001088	n20										I3_g38530.t1_1	JL_Mother_g11133.t1_1					
N13.HOG0012218	OG0001088	n29										I3_g38531.t1_1	JL_Mother_g11135.t1_1					
N13.HOG0012219	OG0001088	n34											JL_Mother_g22735.t1_1					
N13.HOG0012220	OG0001088	n48										I3_g45173.t1_1						
N13.HOG0012221	OG0001088	n50										I3_g35094.t1_1	JL_Mother_g22354.t1_1					
N13.HOG0012222	OG0001089	n35										I3_g35735.t1_1	JL_Mother_g25633.t1_1					
N13.HOG0012223	OG0001090	n35											JL_Mother_g38689.t1_1					
N13.HOG0012224	OG0001090	n40										I3_g36870.t1_1	JL_Mother_g30125.t1_1, JL_Mother_g35373.t1_1					
N13.HOG0012225	OG0001091	n24										I3_g40006.t1_1						
N13.HOG0012226	OG0001091	n32										I3_g47176.t1_1	JL_Mother_g31551.t1_1					
N13.HOG0012227	OG0001091	n40										I3_g40951.t1_1	JL_Mother_g31586.t1_1					
N13.HOG0012228	OG0001092	n13											JL_Mother_g29670.t1_1					
N13.HOG0012229	OG0001092	n23											JL_Mother_g28923.t1_1					
N13.HOG0012230	OG0001092	n39											JL_Mother_g20706.t1_1					
N13.HOG0012231	OG0001092	n48										I3_g36013.t1_1	JL_Mother_g29669.t1_1					
N13.HOG0012232	OG0001092	n49										I3_g44877.t1_1	JL_Mother_g28924.t1_1					
N13.HOG0012233	OG0001093	n3											JL_Mother_g35362.t1_1					
N13.HOG0012234	OG0001093	n5										I3_g36881.t1_1	JL_Mother_g30138.t1_1					
N13.HOG0012235	OG0001093	n18										I3_g36883.t1_1						
N13.HOG0012236	OG0001093	n44											JL_Mother_g35358.t1_1					
N13.HOG0012237	OG0001093	n48											JL_Mother_g35360.t1_1					
N13.HOG0012238	OG0001093	n52											JL_Mother_g30140.t1_1					
N13.HOG0012239	OG0001094	n13										I3_g18194.t1_1						
N13.HOG0012240	OG0001094	n19											JL_Mother_g42154.t1_1					
N13.HOG0012241	OG0001094	n21										I3_g18191.t1_1						
N13.HOG0012242	OG0001094	n28										I3_g18193.t1_1						
N13.HOG0012243	OG0001094	n29										I3_g18190.t1_1						
N13.HOG0012244	OG0001094	n30										I3_g18186.t1_1						
N13.HOG0012245	OG0001094	n37											JL_Mother_g42153.t1_1					
N13.HOG0012246	OG0001094	n43										I3_g18185.t1_1	JL_Mother_g42152.t1_1					
N13.HOG0012247	OG0001095	n6										I3_g46194.t1_1						
N13.HOG0012248	OG0001095	n7										I3_g40270.t1_1	JL_Mother_g35537.t1_1					
N13.HOG0012249	OG0001095	n29										I3_g48950.t1_1						
N13.HOG0012250	OG0001095	n45										I3_g39217.t1_1, I3_g39216.t1_1	JL_Mother_g19695.t1_1					
N13.HOG0012251	OG0001095	n53										I3_g40747.t1_1						
N13.HOG0012252	OG0001096	n37										I3_g5383.t1_1, I3_g5381.t1_1	JL_Mother_g20045.t1_1					
N13.HOG0012253	OG0001096	n52											JL_Mother_g8466.t1_1					
N13.HOG0012254	OG0001097	n6										I3_g1389.t1_1	JL_Mother_g13332.t1_1					
N13.HOG0012255	OG0001097	n21										I3_g1382.t1_1						
N13.HOG0012256	OG0001097	n27										I3_g1382.t2_1	JL_Mother_g13343.t1_1					
N13.HOG0012257	OG0001097	n40										I3_g1381.t1_1	JL_Mother_g13344.t1_1					
N13.HOG0012258	OG0001098	n43										I3_g990.t1_1	JL_Mother_g31334.t1_1, JL_Mother_g31334.t2_1					
N13.HOG0012259	OG0001098	n52										I3_g992.t1_1	JL_Mother_g31332.t1_1					
N13.HOG0012260	OG0001099	n2											JL_Mother_g41394.t2_1					
N13.HOG0012261	OG0001099	n25										I3_g25835.t1_1	JL_Mother_g30563.t2_1					
N13.HOG0012262	OG0001099	n30											JL_Mother_g30563.t1_1					
N13.HOG0012263	OG0001099	n31											JL_Mother_g41394.t1_1					
N13.HOG0012264	OG0001099	n37										I3_g23074.t2_1						
N13.HOG0012265	OG0001099	n39										I3_g23074.t3_1						
N13.HOG0012266	OG0001099	n40										I3_g23074.t1_1						
N13.HOG0012267	OG0001099	n42										I3_g25833.t1_1	JL_Mother_g30561.t1_1					
N13.HOG0012268	OG0001100	n5											JL_Mother_g22713.t1_1					
N13.HOG0012269	OG0001100	n6											JL_Mother_g4451.t1_1					
N13.HOG0012270	OG0001100	n7										I3_g19469.t1_1, I3_g28739.t1_1						
N13.HOG0012271	OG0001100	n13											JL_Mother_g28532.t1_1, JL_Mother_g11339.t1_1					
N13.HOG0012272	OG0001100	n19											JL_Mother_g10931.t1_1					
N13.HOG0012273	OG0001100	n23											JL_Mother_g37280.t1_1					
N13.HOG0012274	OG0001100	n33											JL_Mother_g1721.t1_1					
N13.HOG0012275	OG0001100	n43										I3_g37161.t1_1						
N13.HOG0012276	OG0001100	n45										I3_g17004.t1_1						
N13.HOG0012277	OG0001100	n46										I3_g6520.t1_1	JL_Mother_g3024.t1_1					
N13.HOG0012278	OG0001101	n2										I3_g30702.t1_1						
N13.HOG0012279	OG0001101	n34										I3_g25257.t1_1						
N13.HOG0012280	OG0001101	n48										I3_g8373.t1_1						
N13.HOG0012281	OG0001102	n3										I3_g40213.t1_1	JL_Mother_g35481.t1_1					
N13.HOG0012282	OG0001102	n13										I3_g40215.t1_1						
N13.HOG0012283	OG0001102	n22										I3_g41307.t1_1						
N13.HOG0012284	OG0001102	n28										I3_g40214.t1_1						
N13.HOG0012285	OG0001102	n31										I3_g41301.t1_1, I3_g40208.t1_1						
N13.HOG0012286	OG0001102	n48											JL_Mother_g35475.t1_1					
N13.HOG0012287	OG0001102	n50										I3_g40206.t1_1						
N13.HOG0012288	OG0001102	n53										I3_g41299.t1_1, I3_g41299.t2_1						
N13.HOG0012289	OG0001103	n7										I3_g34507.t1_1						
N13.HOG0012290	OG0001103	n13										I3_g43593.t1_1	JL_Mother_g26493.t1_1, JL_Mother_g40562.t1_1, JL_Mother_g19682.t1_1					
N13.HOG0012291	OG0001103	n19											JL_Mother_g13816.t1_1					
N13.HOG0012292	OG0001103	n27											JL_Mother_g40390.t2_1, JL_Mother_g22106.t1_1					
N13.HOG0012293	OG0001103	n37										I3_g37477.t1_1						
N13.HOG0012294	OG0001103	n39										I3_g13135.t1_1						
N13.HOG0012295	OG0001103	n40										I3_g20529.t1_1	JL_Mother_g6116.t1_1					
N13.HOG0012296	OG0001103	n41											JL_Mother_g846.t1_1					
N13.HOG0012297	OG0001103	n45										I3_g48585.t1_1, I3_g45161.t1_1, I3_g14005.t1_1, I3_g5087.t1_1	JL_Mother_g32294.t1_1					
N13.HOG0012298	OG0001103	n50										I3_g8950.t1_1, I3_g46598.t1_1	JL_Mother_g22683.t1_1					
N13.HOG0012299	OG0001104	n5											JL_Mother_g2023.t1_1					
N13.HOG0012300	OG0001104	n7											JL_Mother_g1709.t1_1					
N13.HOG0012301	OG0001104	n9											JL_Mother_g13408.t1_1					
N13.HOG0012302	OG0001104	n10											JL_Mother_g237.t1_1, JL_Mother_g13246.t1_1					
N13.HOG0012303	OG0001104	n19										I3_g21932.t1_1						
N13.HOG0012304	OG0001104	n29											JL_Mother_g35912.t1_1, JL_Mother_g11581.t1_1, JL_Mother_g1048.t1_1, JL_Mother_g12895.t1_1					
N13.HOG0012305	OG0001104	n42											JL_Mother_g39413.t1_1					
N13.HOG0012306	OG0001105	n4											JL_Mother_g9583.t1_1, JL_Mother_g9579.t1_1					
N13.HOG0012307	OG0001105	n10											JL_Mother_g25624.t1_1					
N13.HOG0012308	OG0001105	n12										I3_g33858.t1_1	JL_Mother_g29697.t1_1					
N13.HOG0012309	OG0001105	n19											JL_Mother_g4802.t1_1					
N13.HOG0012310	OG0001105	n21											JL_Mother_g379.t1_1					
N13.HOG0012311	OG0001105	n25											JL_Mother_g4946.t2_1					
N13.HOG0012312	OG0001105	n30											JL_Mother_g36842.t1_1, JL_Mother_g9591.t1_1, JL_Mother_g2302.t1_1					
N13.HOG0012313	OG0001105	n41											JL_Mother_g31048.t2_1					
N13.HOG0012314	OG0001105	n43										I3_g5038.t1_1	JL_Mother_g16442.t1_1					
N13.HOG0012315	OG0001107	n12											JL_Mother_g3354.t1_1					
N13.HOG0012316	OG0001108	n9										I3_g20527.t1_1						
N13.HOG0012317	OG0001108	n22											JL_Mother_g26840.t1_1, JL_Mother_g3735.t2_1					
N13.HOG0012318	OG0001108	n24											JL_Mother_g11019.t1_1					
N13.HOG0012319	OG0001108	n26										I3_g7183.t1_1	JL_Mother_g10758.t1_1					
N13.HOG0012320	OG0001108	n33										I3_g42585.t1_1, I3_g30317.t1_1						
N13.HOG0012321	OG0001108	n45											JL_Mother_g32059.t1_1					
N13.HOG0012322	OG0001108	n47										I3_g16162.t1_1						
N13.HOG0012323	OG0001108	n51											JL_Mother_g31998.t1_1					
N13.HOG0012324	OG0001109	n7										I3_g33984.t1_1	JL_Mother_g22903.t1_1					
N13.HOG0012325	OG0001109	n23										I3_g33997.t1_1						
