HOG	OG	Gene Tree Parent Clade	CBDRx	CBDRx_proteins	Cannbio-2_proteins	Cascade	ERB_F3_proteins	ERBxHO40_23_hirisehap1_proteins	ERBxHO40_23_hirisehap2_proteins	Finola_proteins	HO40_proteins	I3_proteins	JL_Mother_proteins	Parasponia_andersonii	Purple_Kush_proteins	Trema_orientale	W103_proteins	jl_proteins
N1.HOG0008098	OG0007303	n0												PON63840.1		PON81888.1		
N1.HOG0008099	OG0007304	n0												PON77676.1		POO02019.1		
N1.HOG0008100	OG0007305	n19												PON80789.1		PON77412.1		
N1.HOG0008101	OG0007305	n20												PON52001.1		PON90995.1		
N1.HOG0008102	OG0007306	n2												PON43294.1		PON94109.1		
N1.HOG0008103	OG0007306	n3												PON43293.1		PON94108.1		
N1.HOG0008104	OG0007307	n0												PON47798.1		PON52280.1		
N1.HOG0008105	OG0007308	n0												PON36972.1		PON99939.1		
N1.HOG0008106	OG0007309	n0												PON64919.1		PON93152.1		
N1.HOG0008107	OG0007310	n0												PON40104.1		PON86300.1		
N1.HOG0008108	OG0007311	n0												PON33010.1		PON87338.1		
N1.HOG0008109	OG0007312	n0												PON74610.1		PON40360.1		
N1.HOG0008110	OG0007313	n0												PON64153.1		PON98045.1		
N1.HOG0008111	OG0007314	n0												PON55919.1		PON81904.1		
N1.HOG0008112	OG0007315	n0												PON48355.1		PON42179.1		
N1.HOG0008113	OG0007316	n0												PON66144.1		PON56834.1		
N1.HOG0008114	OG0007318	n1												PON80529.1		PON66960.1		
N1.HOG0008115	OG0007318	n4												PON45269.1		PON86694.1		
N1.HOG0008116	OG0007319	n0												PON47237.1		POO02874.1		
N1.HOG0008117	OG0007320	n0												PON63202.1		PON94258.1		
N1.HOG0008118	OG0007329	n0														PON84414.1		
N1.HOG0008119	OG0007330	n0														PON97999.1		
N1.HOG0008120	OG0007334	n3												PON47896.1		PON35319.1		
N1.HOG0008121	OG0007334	n4												PON77433.1		PON83765.1		
N1.HOG0008122	OG0007334	n8												PON64026.1				
N1.HOG0008123	OG0007339	n0												PON49182.1		POO03066.1		
N1.HOG0008124	OG0007340	n1												PON58538.1		PON40263.1		
N1.HOG0008125	OG0007340	n20														PON42711.1		
N1.HOG0008126	OG0007351	n1												PON64229.1		PON99038.1		
N1.HOG0008127	OG0007351	n7												PON64227.1		PON99036.1		
N1.HOG0008128	OG0007351	n9												PON64223.1		PON99033.1		
N1.HOG0008129	OG0007351	n10												PON64225.1		PON99034.1		
N1.HOG0008130	OG0007353	n0												PON33765.1		PON81542.1		
N1.HOG0008131	OG0007359	n0												PON44374.1		PON66835.1		
N1.HOG0008132	OG0007361	n0														PON94158.1		
N1.HOG0008133	OG0007363	n0												PON31319.1				
N1.HOG0008134	OG0007366	n0												PON59783.1, PON50334.1				
N1.HOG0008135	OG0007369	n0												PON33720.1		PON98315.1		
N1.HOG0008136	OG0007373	n2												PON50761.1		PON49346.1		
N1.HOG0008137	OG0007373	n3												PON49965.1		PON82682.1		
N1.HOG0008138	OG0007374	n0												PON33308.1		PON80946.1		
N1.HOG0008139	OG0007376	n16												PON65213.1		PON98128.1		
N1.HOG0008140	OG0007376	n18												PON54443.1				
N1.HOG0008141	OG0007376	n19												PON63722.1		PON92518.1		
N1.HOG0008142	OG0007382	n0														PON85793.1		
N1.HOG0008143	OG0007385	n0												PON45268.1		PON86693.1		
N1.HOG0008144	OG0007386	n0												PON64499.1		PON86541.1, PON86984.1		
N1.HOG0008145	OG0007388	n0												PON65169.1		PON93548.1		
N1.HOG0008146	OG0007394	n0												PON32559.1		PON71220.1		
N1.HOG0008147	OG0007395	n3												PON48286.1		PON87460.1		
N1.HOG0008148	OG0007395	n4												PON51076.1		PON92427.1		
N1.HOG0008149	OG0007396	n0												PON78976.1		PON86595.1		
N1.HOG0008150	OG0007397	n0												PON53229.1				
N1.HOG0008151	OG0007398	n0												PON54714.1		PON82557.1, PON82551.1, PON82556.1		
N1.HOG0008152	OG0007405	n0												PON53885.1		PON86888.1		
N1.HOG0008153	OG0007406	n2												PON62321.1		PON80439.1		
N1.HOG0008154	OG0007406	n3												PON71839.1		PON32223.1		
N1.HOG0008155	OG0007409	n3												PON77311.1		PON88184.1		
N1.HOG0008156	OG0007409	n6												PON55772.1, PON31880.1, PON46412.1		PON88689.1		
N1.HOG0008157	OG0007409	n9												PON63185.1, PON36087.1		PON94276.1		
N1.HOG0008158	OG0007409	n14												PON55760.1		PON63393.1		
N1.HOG0008159	OG0007409	n15												PON46274.1		PON85239.1		
N1.HOG0008160	OG0007409	n18												PON73358.1		PON50130.1		
N1.HOG0008161	OG0007409	n19												PON36736.1		PON44431.1		
N1.HOG0008162	OG0007409	n20												PON66239.1, PON78326.1		PON89772.1		
N1.HOG0008163	OG0007410	n0												PON76523.1		PON68577.1		
N1.HOG0008164	OG0007412	n0												PON77459.1		PON58493.1		
N1.HOG0008165	OG0007415	n1												PON39814.1		POO02780.1		
N1.HOG0008166	OG0007415	n16												PON31791.1				
N1.HOG0008167	OG0007415	n18												PON49741.1				
N1.HOG0008168	OG0007416	n0												PON49670.1		PON84472.1		
N1.HOG0008169	OG0007417	n1												PON37274.1		POO03967.1		
N1.HOG0008170	OG0007417	n20												PON50524.1		POO00897.1		
N1.HOG0008171	OG0007419	n0												PON38080.1		PON99203.1		
N1.HOG0008172	OG0007434	n3												PON53797.1		PON99602.1, PON92930.1		
N1.HOG0008173	OG0007434	n8												PON53794.1				
N1.HOG0008174	OG0007434	n16												PON53790.1				
N1.HOG0008175	OG0007438	n0												PON32268.1, PON31334.1, PON45346.1, PON42040.1, PON55753.1, PON70605.1, PON48421.1, PON72751.1, PON61558.1, PON66241.1, PON33972.1, PON41097.1, PON80636.1, PON54991.1, PON33833.1, PON80477.1, PON78323.1, PON77267.1, PON33568.1, PON75677.1, PON61204.1, PON67706.1, PON57353.1				
N1.HOG0008176	OG0007439	n0												PON75589.1, PON34050.1, PON79070.1, PON37157.1, PON74511.1, PON44043.1, PON59533.1, PON56997.1, PON74709.1, PON46199.1, PON77658.1, PON55698.1, PON40414.1, PON34196.1, PON40412.1, PON79363.1, PON53377.1, PON37193.1, PON76213.1, PON44982.1, PON69734.1, PON50430.1, PON40060.1				
N1.HOG0008177	OG0007440	n0												PON63014.1, PON34911.1, PON70183.1, PON78602.1, PON56217.1, PON50375.1, PON58536.1, PON54999.1, PON68531.1, PON56272.1, PON54998.1, PON71019.1, PON57081.1, PON45479.1, PON74731.1, PON58627.1, PON80324.1, PON49586.1, PON35891.1, PON71987.1, PON46025.1, PON46153.1, PON48682.1				
N1.HOG0008178	OG0007441	n0												PON52945.1		POO03326.1		
N1.HOG0008179	OG0007442	n0												PON76069.1		PON87764.1, PON44898.1		
N1.HOG0008180	OG0007443	n0												PON65138.1		PON77381.1		
N1.HOG0008181	OG0007444	n0												PON47198.1		PON88877.1		
N1.HOG0008182	OG0007445	n0												PON47975.1		PON99895.1		
N1.HOG0008183	OG0007446	n0												PON47207.1		POO02910.1		
N1.HOG0008184	OG0007447	n2												PON31817.1		PON61806.1		
N1.HOG0008185	OG0007447	n3												PON58465.1, PON46993.1		PON76361.1		
N1.HOG0008186	OG0007448	n0												PON55978.1		PON97966.1		
N1.HOG0008187	OG0007449	n0												PON68629.1		PON86375.1		
N1.HOG0008188	OG0007451	n2												PON48874.1		PON84702.1		
N1.HOG0008189	OG0007451	n3												PON48875.1		PON84706.1		
N1.HOG0008190	OG0007452	n0												PON77032.1				
N1.HOG0008191	OG0007457	n0												PON41180.1		PON91908.1		
N1.HOG0008192	OG0007460	n0												PON43782.1		PON86665.1		
N1.HOG0008193	OG0007461	n0												PON46853.1		PON49565.1		
N1.HOG0008194	OG0007462	n0												PON65157.1		PON45794.1		
N1.HOG0008195	OG0007463	n0												PON65676.1		PON96554.1		
N1.HOG0008196	OG0007464	n0												PON65691.1		PON96566.1		
N1.HOG0008197	OG0007466	n2												PON45872.1		PON71401.1		
N1.HOG0008198	OG0007466	n3												PON45873.1		PON71400.1		
N1.HOG0008199	OG0007467	n0												PON56036.1		PON99261.1		
N1.HOG0008200	OG0007468	n0												PON64178.1		PON95648.1		
N1.HOG0008201	OG0007469	n0												PON70439.1		PON99348.1		
N1.HOG0008202	OG0007470	n0												PON80167.1		POO02192.1, POO02273.1		
N1.HOG0008203	OG0007471	n3												PON40283.1		PON94869.1		
N1.HOG0008204	OG0007471	n4												PON40285.1		PON94867.1		
N1.HOG0008205	OG0007472	n0												PON46753.1		PON89746.1		
N1.HOG0008206	OG0007473	n0												PON65148.1		PON98214.1		
N1.HOG0008207	OG0007474	n0												PON51483.1		PON91965.1		
N1.HOG0008208	OG0007475	n0												PON51476.1		PON91959.1		
N1.HOG0008209	OG0007476	n0												PON67803.1		PON94640.1		
N1.HOG0008210	OG0007477	n0												PON80809.1		PON77394.1		
N1.HOG0008211	OG0007478	n0												PON65189.1		PON90948.1		
N1.HOG0008212	OG0007479	n0												PON64172.1		PON95655.1		
N1.HOG0008213	OG0007480	n0												PON61440.1		POO00434.1		
N1.HOG0008214	OG0007481	n0												PON59055.1		PON89173.1		
N1.HOG0008215	OG0007482	n0												PON45767.1		PON75258.1		
N1.HOG0008216	OG0007483	n0												PON55909.1		PON81908.1		
N1.HOG0008217	OG0007484	n0												PON67728.1		PON62050.1		
N1.HOG0008218	OG0007485	n0												PON41730.1		PON74050.1		
N1.HOG0008219	OG0007486	n19												PON33604.1		PON90836.1		
N1.HOG0008220	OG0007486	n20												PON33603.1		PON90837.1		
N1.HOG0008221	OG0007487	n0												PON33617.1		PON90825.1		
N1.HOG0008222	OG0007488	n0												PON43551.1		PON92630.1		
N1.HOG0008223	OG0007489	n0												PON59955.1		PON41332.1		
N1.HOG0008224	OG0007490	n0												PON42478.1		PON94354.1		
N1.HOG0008225	OG0007491	n0												PON72757.1		PON88507.1		
N1.HOG0008226	OG0007492	n0												PON54631.1		PON69142.1		
N1.HOG0008227	OG0007493	n0												PON58412.1		POO00062.1		
N1.HOG0008228	OG0007494	n0												PON37887.1		PON60622.1, PON61361.1		
N1.HOG0008229	OG0007495	n1														PON84304.1		
N1.HOG0008230	OG0007495	n2														PON84303.1		
N1.HOG0008231	OG0007496	n0												PON71341.1		PON89879.1		
N1.HOG0008232	OG0007497	n2												PON38820.1		POO01103.1		
N1.HOG0008233	OG0007497	n3												PON38823.1, PON38821.1		POO01102.1		
N1.HOG0008234	OG0007498	n0												PON80818.1		PON92157.1		
N1.HOG0008235	OG0007499	n0												PON42512.1		PON94320.1		
N1.HOG0008236	OG0007500	n0												PON67449.1		PON38871.1		
N1.HOG0008237	OG0007501	n0												PON32996.1		PON98432.1		
N1.HOG0008238	OG0007503	n0												PON36894.1		PON63695.1		
N1.HOG0008239	OG0007504	n0												PON72610.1		PON44262.1		
N1.HOG0008240	OG0007505	n0												PON31756.1		PON96100.1		
N1.HOG0008241	OG0007506	n1												PON60745.1		PON71771.1		
N1.HOG0008242	OG0007506	n3														POO00392.1		
N1.HOG0008243	OG0007507	n0												PON45563.1		PON74176.1		
N1.HOG0008244	OG0007508	n18												PON63507.1		PON48008.1		
N1.HOG0008245	OG0007508	n19												PON63510.1, PON63511.1		PON48005.1		
N1.HOG0008246	OG0007509	n0												PON44400.1		PON64312.1		
N1.HOG0008247	OG0007510	n2												PON60438.1		PON40620.1		
N1.HOG0008248	OG0007510	n3												PON44679.1		PON36752.1		
N1.HOG0008249	OG0007511	n0												PON36900.1, PON36896.1		PON63701.1		
N1.HOG0008250	OG0007512	n0												PON37858.1		PON61389.1		
N1.HOG0008251	OG0007513	n0												PON49082.1		PON89288.1		
N1.HOG0008252	OG0007514	n0												PON51133.1		PON92216.1		
N1.HOG0008253	OG0007515	n0												PON57444.1		PON64094.1		
N1.HOG0008254	OG0007516	n0												PON36903.1		PON63707.1		
N1.HOG0008255	OG0007517	n0												PON51137.1		PON92220.1		
N1.HOG0008256	OG0007518	n0												PON63624.1		POO03274.1		
N1.HOG0008257	OG0007519	n0												PON45692.1		PON98411.1		
N1.HOG0008258	OG0007520	n0												PON36739.1		PON64827.1		
N1.HOG0008259	OG0007521	n0												PON41745.1		PON84948.1		
N1.HOG0008260	OG0007522	n0												PON41748.1		PON84952.1		
N1.HOG0008261	OG0007523	n0												PON36741.1		PON64825.1		
N1.HOG0008262	OG0007524	n0												PON54618.1		PON85004.1		
N1.HOG0008263	OG0007525	n0												PON33799.1		PON84989.1		
N1.HOG0008264	OG0007526	n0												PON37465.1		POO02414.1		
N1.HOG0008265	OG0007527	n0												PON78398.1		PON87640.1		
N1.HOG0008266	OG0007528	n0												PON54653.1		PON69170.1		
N1.HOG0008267	OG0007530	n0												PON59586.1		PON89828.1, PON89824.1		
N1.HOG0008268	OG0007531	n1												PON64182.1		PON33779.1		
N1.HOG0008269	OG0007531	n6												PON53582.1		PON94374.1		
N1.HOG0008270	OG0007532	n0												PON61971.1		PON88221.1		
N1.HOG0008271	OG0007533	n0												PON72677.1		PON82375.1		
N1.HOG0008272	OG0007534	n3														PON46360.1		
N1.HOG0008273	OG0007534	n20												PON71644.1		PON87775.1		
N1.HOG0008274	OG0007535	n0												PON33019.1		PON90816.1		
N1.HOG0008275	OG0007536	n0												PON59121.1		PON89105.1		
N1.HOG0008276	OG0007537	n0												PON32413.1		PON94412.1		
N1.HOG0008277	OG0007538	n2														PON96061.1		
N1.HOG0008278	OG0007538	n19												PON58429.1		PON96062.1		
N1.HOG0008279	OG0007538	n20												PON58424.1		PON36066.1		
N1.HOG0008280	OG0007539	n0												PON35087.1		POO01001.1		
N1.HOG0008281	OG0007540	n0												PON51153.1		PON92247.1		
N1.HOG0008282	OG0007541	n0												PON70968.1		POO03687.1, POO03691.1		
N1.HOG0008283	OG0007542	n0												PON51130.1		PON92213.1		
N1.HOG0008284	OG0007543	n0												PON39256.1		PON96463.1		
N1.HOG0008285	OG0007545	n0												PON80640.1		PON95833.1		
N1.HOG0008286	OG0007546	n2														POO04145.1		
N1.HOG0008287	OG0007546	n18														POO04142.1		
N1.HOG0008288	OG0007547	n19												PON58093.1		PON91686.1		
N1.HOG0008289	OG0007547	n20												PON42081.1		PON31489.1		
N1.HOG0008290	OG0007548	n0												PON35659.1		PON98616.1		
N1.HOG0008291	OG0007549	n0												PON53561.1		PON94388.1		
N1.HOG0008292	OG0007550	n0												PON72629.1		PON57524.1		
N1.HOG0008293	OG0007551	n0												PON61598.1		POO04031.1		
N1.HOG0008294	OG0007553	n0												PON42504.1		PON94327.1		
N1.HOG0008295	OG0007554	n0												PON68610.1		PON76148.1		
N1.HOG0008296	OG0007555	n0												PON65052.1		PON94219.1		
N1.HOG0008297	OG0007556	n0												PON70712.1		PON93904.1		
N1.HOG0008298	OG0007557	n0												PON55346.1		PON71192.1		
N1.HOG0008299	OG0007558	n0												PON35408.1		PON95893.1		
N1.HOG0008300	OG0007559	n0												PON35407.1		PON95892.1		
N1.HOG0008301	OG0007560	n0												PON59462.1		PON54811.1		
N1.HOG0008302	OG0007561	n0												PON40772.1		PON83467.1		
N1.HOG0008303	OG0007562	n0												PON40774.1		PON83465.1		
N1.HOG0008304	OG0007563	n0												PON59829.1		PON80875.1		
N1.HOG0008305	OG0007564	n0												PON41596.1		PON84237.1		
N1.HOG0008306	OG0007565	n0												PON80719.1		PON88486.1		
N1.HOG0008307	OG0007566	n0												PON52691.1		PON96282.1		
N1.HOG0008308	OG0007567	n0												PON45373.1		POO00510.1		
N1.HOG0008309	OG0007568	n0												PON31174.1, PON41610.1		PON84508.1		
N1.HOG0008310	OG0007569	n2												PON51571.1		PON97939.1		
N1.HOG0008311	OG0007569	n3												PON55402.1		PON37125.1, PON95186.1		
N1.HOG0008312	OG0007570	n0												PON44480.1		PON56323.1		
N1.HOG0008313	OG0007571	n0												PON49682.1		PON74872.1		
N1.HOG0008314	OG0007572	n0												PON78228.1		PON84655.1		
N1.HOG0008315	OG0007573	n0												PON49641.1		PON90364.1		
N1.HOG0008316	OG0007574	n0												PON68755.1		PON93254.1		
N1.HOG0008317	OG0007575	n0												PON52261.1		PON81072.1		
N1.HOG0008318	OG0007576	n0												PON46492.1		PON71755.1, PON77116.1		
N1.HOG0008319	OG0007577	n0												PON78218.1		PON84660.1		
N1.HOG0008320	OG0007578	n0												PON53404.1		PON39580.1		
N1.HOG0008321	OG0007579	n0												PON65357.1		PON96364.1		
N1.HOG0008322	OG0007580	n0												PON74689.1		PON88136.1		
N1.HOG0008323	OG0007581	n0												PON58024.1		PON45845.1		
N1.HOG0008324	OG0007582	n0												PON64941.1		PON93174.1		
N1.HOG0008325	OG0007583	n0												PON41639.1		PON84486.1		
N1.HOG0008326	OG0007584	n0												PON61251.1		PON95428.1		
N1.HOG0008327	OG0007585	n0												PON70082.1		PON97404.1, PON97405.1		
N1.HOG0008328	OG0007586	n0												PON34840.1		PON74846.1		
N1.HOG0008329	OG0007587	n0												PON60942.1		PON55872.1		
N1.HOG0008330	OG0007588	n0												PON41959.1		PON81596.1		
N1.HOG0008331	OG0007589	n0												PON44244.1		PON87987.1		
N1.HOG0008332	OG0007590	n0												PON79741.1		PON97246.1		
N1.HOG0008333	OG0007591	n0												PON35410.1		PON95895.1		
N1.HOG0008334	OG0007592	n0												PON42696.1		PON67331.1		
N1.HOG0008335	OG0007593	n0												PON55567.1		PON89057.1		
N1.HOG0008336	OG0007594	n0												PON77452.1		PON58502.1		
N1.HOG0008337	OG0007595	n0												PON42699.1		PON67334.1		
N1.HOG0008338	OG0007596	n0												PON68776.1		PON92624.1, PON93274.1		
N1.HOG0008339	OG0007597	n0												PON75404.1		PON87031.1		
N1.HOG0008340	OG0007598	n0												PON75386.1		PON87048.1		
N1.HOG0008341	OG0007599	n0												PON59500.1		PON87052.1		
N1.HOG0008342	OG0007600	n0												PON59503.1		PON87053.1		
N1.HOG0008343	OG0007601	n0												PON40790.1		PON96315.1		
N1.HOG0008344	OG0007602	n0												PON75036.1		PON45413.1		
N1.HOG0008345	OG0007603	n0												PON44034.1		PON95258.1		
N1.HOG0008346	OG0007604	n0												PON35487.1		PON50506.1		
N1.HOG0008347	OG0007605	n0												PON79783.1		PON76736.1		
N1.HOG0008348	OG0007606	n0												PON39829.1		PON98223.1, PON98219.1		
N1.HOG0008349	OG0007607	n0												PON37813.1		PON56302.1		
N1.HOG0008350	OG0007608	n0												PON78202.1		PON93490.1		
N1.HOG0008351	OG0007609	n0												PON46022.1		PON87971.1		
N1.HOG0008352	OG0007610	n0												PON42902.1		PON82075.1		
N1.HOG0008353	OG0007611	n0												PON34955.1		PON50203.1		
N1.HOG0008354	OG0007612	n0												PON69403.1		PON90643.1		
N1.HOG0008355	OG0007613	n0												PON49749.1		PON91638.1		
N1.HOG0008356	OG0007614	n0												PON39844.1		PON77608.1		
N1.HOG0008357	OG0007615	n0												PON61280.1		PON95403.1		
N1.HOG0008358	OG0007616	n0												PON47458.1		PON75990.1		
N1.HOG0008359	OG0007617	n0												PON60144.1		PON91559.1		
N1.HOG0008360	OG0007618	n0												PON47457.1		PON75989.1		
N1.HOG0008361	OG0007619	n0												PON65983.1		PON96327.1		
N1.HOG0008362	OG0007620	n0												PON35533.1, PON35532.1, PON48495.1		PON44608.1		
N1.HOG0008363	OG0007621	n0												PON35082.1		POO00997.1		
N1.HOG0008364	OG0007622	n3												PON44017.1		PON95275.1		
N1.HOG0008365	OG0007622	n13												PON44018.1		PON95274.1		
N1.HOG0008366	OG0007623	n0												PON59792.1		PON80830.1		
N1.HOG0008367	OG0007624	n0												PON33039.1		POO00154.1		
N1.HOG0008368	OG0007625	n0												PON74513.1		PON59760.1		
N1.HOG0008369	OG0007626	n0												PON68779.1		PON93277.1		
N1.HOG0008370	OG0007627	n2												PON39250.1		PON96475.1		
N1.HOG0008371	OG0007627	n3												PON41134.1		PON87264.1		
N1.HOG0008372	OG0007628	n0												PON74598.1		PON47697.1		
N1.HOG0008373	OG0007630	n0												PON65362.1		PON96368.1		
N1.HOG0008374	OG0007631	n0												PON79659.1		PON64682.1		
N1.HOG0008375	OG0007632	n0												PON79767.1		PON64472.1		
N1.HOG0008376	OG0007633	n0												PON73030.1		POO03829.1		
N1.HOG0008377	OG0007634	n0												PON73033.1		POO03832.1		
N1.HOG0008378	OG0007635	n0												PON63596.1		PON77123.1, PON77124.1, PON77132.1		
N1.HOG0008379	OG0007636	n0														PON88028.1		
N1.HOG0008380	OG0007637	n1												PON33651.1		PON40297.1		
N1.HOG0008381	OG0007637	n3												PON33650.1		PON40298.1		
N1.HOG0008382	OG0007638	n0												PON43101.1		PON96446.1		
N1.HOG0008383	OG0007639	n0												PON44462.1		PON97819.1, PON97815.1		
N1.HOG0008384	OG0007640	n0												PON80564.1		PON81937.1		
N1.HOG0008385	OG0007642	n0												PON33659.1		PON61533.1		
N1.HOG0008386	OG0007643	n0												PON52003.1		PON90993.1		
N1.HOG0008387	OG0007644	n0												PON35418.1		PON95903.1		
N1.HOG0008388	OG0007645	n0												PON36458.1		POO03171.1		
N1.HOG0008389	OG0007646	n0												PON79639.1		PON40191.1		
N1.HOG0008390	OG0007647	n2												PON79649.1		PON52341.1		
N1.HOG0008391	OG0007647	n3												PON40780.1		PON83459.1		
N1.HOG0008392	OG0007648	n0												PON76610.1		PON67785.1		
N1.HOG0008393	OG0007649	n0												PON38653.1		PON88884.1		
N1.HOG0008394	OG0007650	n0												PON52249.1		PON81056.1		
N1.HOG0008395	OG0007651	n0												PON61358.1		PON95319.1		
N1.HOG0008396	OG0007652	n0												PON75373.1		PON91520.1		
N1.HOG0008397	OG0007653	n0												PON54173.1		POO03476.1		
N1.HOG0008398	OG0007654	n0												PON59508.1		PON87056.1		
N1.HOG0008399	OG0007655	n1														PON90483.1		
N1.HOG0008400	OG0007655	n18												PON44916.1		PON82409.1		
N1.HOG0008401	OG0007656	n0												PON40471.1		POO03129.1		
N1.HOG0008402	OG0007657	n0												PON35112.1		PON62201.1		
N1.HOG0008403	OG0007658	n0												PON32543.1		PON89712.1		
N1.HOG0008404	OG0007659	n0												PON52228.1		PON81039.1		
N1.HOG0008405	OG0007660	n0												PON34471.1		PON84509.1		
N1.HOG0008406	OG0007661	n0												PON80514.1		PON66950.1, PON66948.1		
N1.HOG0008407	OG0007662	n0												PON75033.1		PON40619.1, PON43019.1		
N1.HOG0008408	OG0007663	n0												PON79412.1		PON87943.1		
N1.HOG0008409	OG0007664	n0												PON41948.1		PON81604.1		
N1.HOG0008410	OG0007665	n0												PON65359.1		PON96366.1		
N1.HOG0008411	OG0007666	n0												PON74296.1		PON84833.1		
N1.HOG0008412	OG0007667	n0												PON40574.1		PON45854.1		
N1.HOG0008413	OG0007668	n0												PON35071.1		PON66659.1		
N1.HOG0008414	OG0007669	n0												PON43716.1		PON82926.1		
N1.HOG0008415	OG0007670	n0												PON63600.1		PON77122.1		
N1.HOG0008416	OG0007671	n0												PON36618.1		PON33188.1		
N1.HOG0008417	OG0007672	n0												PON41619.1		PON84501.1		
N1.HOG0008418	OG0007673	n0												PON36641.1		PON47614.1		
N1.HOG0008419	OG0007675	n0												PON74389.1		PON51181.1, PON31452.1, PON84810.1, PON84812.1		
N1.HOG0008420	OG0007676	n0												PON35356.1		PON96409.1		
N1.HOG0008421	OG0007677	n0												PON32634.1		PON96411.1		
N1.HOG0008422	OG0007678	n0												PON35359.1		PON96406.1		
N1.HOG0008423	OG0007679	n0												PON31490.1		PON96449.1		
N1.HOG0008424	OG0007680	n0												PON31492.1		PON96447.1		
N1.HOG0008425	OG0007681	n0												PON54927.1		PON93406.1		
N1.HOG0008426	OG0007682	n0												PON32628.1		PON96418.1		
N1.HOG0008427	OG0007683	n0												PON54926.1		PON93405.1		
N1.HOG0008428	OG0007684	n3												PON43118.1		PON96433.1		
N1.HOG0008429	OG0007684	n4												PON54137.1		POO03509.1		
N1.HOG0008430	OG0007685	n0												PON59512.1		PON87057.1		
N1.HOG0008431	OG0007686	n0												PON67486.1		POO00032.1		
N1.HOG0008432	OG0007687	n0												PON35116.1		PON62207.1		
N1.HOG0008433	OG0007688	n0												PON69449.1		PON90690.1		
N1.HOG0008434	OG0007689	n5												PON75044.1		PON32155.1		
N1.HOG0008435	OG0007689	n7														PON34383.1		
N1.HOG0008436	OG0007690	n0												PON79695.1		PON64653.1		
N1.HOG0008437	OG0007691	n0												PON41628.1		PON84496.1		
N1.HOG0008438	OG0007692	n0												PON63589.1		PON85360.1, PON77141.1		
N1.HOG0008439	OG0007693	n0												PON46026.1		PON87970.1		
N1.HOG0008440	OG0007694	n0												PON40762.1		PON83478.1		
N1.HOG0008441	OG0007695	n0												PON42539.1		PON84523.1		
N1.HOG0008442	OG0007696	n0												PON46212.1		PON73637.1		
N1.HOG0008443	OG0007697	n0												PON36860.1		PON43128.1		
N1.HOG0008444	OG0007698	n0												PON52015.1		PON90984.1		
N1.HOG0008445	OG0007699	n2												PON48493.1		PON56096.1		
N1.HOG0008446	OG0007699	n3												PON48464.1		PON44607.1		
N1.HOG0008447	OG0007700	n0												PON32026.1		PON62209.1		
N1.HOG0008448	OG0007701	n0												PON35494.1		PON50500.1		
N1.HOG0008449	OG0007702	n0												PON45300.1		PON95313.1		
N1.HOG0008450	OG0007703	n0												PON52466.1		PON84235.1		
N1.HOG0008451	OG0007704	n0												PON63577.1		PON85358.1		
N1.HOG0008452	OG0007705	n0												PON48534.1		PON51934.1		
N1.HOG0008453	OG0007706	n0												PON80545.1		PON81916.1		
N1.HOG0008454	OG0007707	n0												PON42925.1		PON82096.1		
N1.HOG0008455	OG0007708	n0												PON44937.1		PON40807.1		
N1.HOG0008456	OG0007709	n0												PON65989.1		PON96334.1		
N1.HOG0008457	OG0007710	n0												PON55358.1		PON37730.1		
N1.HOG0008458	OG0007711	n0												PON39772.1		PON93758.1		
N1.HOG0008459	OG0007712	n0												PON55356.1		PON71182.1		
N1.HOG0008460	OG0007713	n0												PON65379.1		PON38705.1		
N1.HOG0008461	OG0007714	n0												PON59546.1		PON94449.1		
N1.HOG0008462	OG0007715	n0												PON32290.1		POO00605.1		
N1.HOG0008463	OG0007716	n0												PON36388.1		PON61511.1		
N1.HOG0008464	OG0007717	n0												PON70734.1		PON93885.1		
N1.HOG0008465	OG0007718	n0												PON43670.1		PON87843.1		
N1.HOG0008466	OG0007719	n0												PON47558.1		PON94653.1		
N1.HOG0008467	OG0007720	n0												PON56218.1		PON59957.1		
N1.HOG0008468	OG0007721	n0												PON49414.1		PON39206.1		
N1.HOG0008469	OG0007722	n0												PON63494.1		POO04064.1		
N1.HOG0008470	OG0007723	n0												PON57437.1		PON92876.1		
N1.HOG0008471	OG0007724	n3														PON56004.1		
N1.HOG0008472	OG0007724	n19														PON56005.1		
N1.HOG0008473	OG0007725	n0												PON76463.1		POO03890.1		
N1.HOG0008474	OG0007726	n0												PON79382.1		POO00166.1		
N1.HOG0008475	OG0007727	n0												PON74728.1		PON90627.1		
N1.HOG0008476	OG0007728	n0												PON71748.1		PON95954.1		
N1.HOG0008477	OG0007729	n0												PON43200.1		PON88751.1		
N1.HOG0008478	OG0007730	n0												PON63427.1		PON70525.1		
N1.HOG0008479	OG0007731	n0												PON66217.1		PON78493.1		
N1.HOG0008480	OG0007732	n0												PON50011.1		PON82727.1, PON82731.1		
N1.HOG0008481	OG0007733	n0												PON50006.1		PON82721.1		
N1.HOG0008482	OG0007734	n0												PON50002.1		PON82717.1		
N1.HOG0008483	OG0007735	n2												PON66231.1		PON78485.1		
N1.HOG0008484	OG0007735	n3												PON66233.1		PON78483.1		
N1.HOG0008485	OG0007736	n0												PON53457.1		PON89352.1		
N1.HOG0008486	OG0007737	n0												PON53463.1		PON89359.1		
N1.HOG0008487	OG0007738	n0												PON35339.1		PON67208.1		
N1.HOG0008488	OG0007739	n2												PON35341.1		PON46364.1		
