HOG	OG	Gene Tree Parent Clade	CBDRx	CBDRx_proteins	Cannbio-2_proteins	Cascade	ERB_F3_proteins	ERBxHO40_23_hirisehap1_proteins	ERBxHO40_23_hirisehap2_proteins	Finola_proteins	HO40_proteins	I3_proteins	JL_Mother_proteins	Parasponia_andersonii	Purple_Kush_proteins	Trema_orientale	W103_proteins	jl_proteins
N14.HOG0002885	OG0000291	n135		CBDRx_g3558.t1_1														
N14.HOG0002886	OG0000293	n2		CBDRx_g29475.t1_1														
N14.HOG0002887	OG0000293	n11		CBDRx_g13669.t2_1, CBDRx_g13669.t1_1														
N14.HOG0002888	OG0000293	n29	XP_030499442.1															
N14.HOG0002889	OG0000293	n59	XP_030490338.1, XP_030490339.1	CBDRx_g5467.t1_1														
N14.HOG0002890	OG0000293	n80	XP_030497533.1															
N14.HOG0002891	OG0000293	n107	XP_030480172.1															
N14.HOG0002892	OG0000293	n113		CBDRx_g24369.t1_1														
N14.HOG0002893	OG0000293	n122	XP_030497537.1	CBDRx_g15114.t1_1														
N14.HOG0002894	OG0000293	n131		CBDRx_g13661.t1_1, CBDRx_g13661.t2_1														
N14.HOG0002895	OG0000294	n63		CBDRx_g14120.t1_1														
N14.HOG0002896	OG0000295	n80		CBDRx_g26826.t1_1														
N14.HOG0002897	OG0000295	n128		CBDRx_g26937.t1_1														
N14.HOG0002898	OG0000296	n4		CBDRx_g1779.t1_1														
N14.HOG0002899	OG0000296	n26		CBDRx_g24220.t1_1														
N14.HOG0002900	OG0000296	n27		CBDRx_g8085.t1_1														
N14.HOG0002901	OG0000296	n28		CBDRx_g17279.t1_1														
N14.HOG0002902	OG0000296	n30		CBDRx_g27650.t1_1														
N14.HOG0002903	OG0000296	n31		CBDRx_g24511.t1_1														
N14.HOG0002904	OG0000296	n44		CBDRx_g27130.t1_1														
N14.HOG0002905	OG0000296	n49		CBDRx_g30860.t1_1														
N14.HOG0002906	OG0000296	n60		CBDRx_g6185.t1_1														
N14.HOG0002907	OG0000296	n67		CBDRx_g6166.t1_1														
N14.HOG0002908	OG0000296	n83		CBDRx_g17671.t1_1														
N14.HOG0002909	OG0000296	n86	XP_030487056.1	CBDRx_g5829.t2_1, CBDRx_g5829.t1_1														
N14.HOG0002910	OG0000296	n97		CBDRx_g21479.t1_1														
N14.HOG0002911	OG0000296	n107	XP_030477912.1	CBDRx_g26438.t1_1														
N14.HOG0002912	OG0000297	n2		CBDRx_g18780.t1_1														
N14.HOG0002913	OG0000297	n43	XP_030505276.1															
N14.HOG0002914	OG0000297	n56	XP_030510959.1															
N14.HOG0002915	OG0000297	n70	XP_030498037.1, XP_030483411.1															
N14.HOG0002916	OG0000297	n76	XP_030509143.1															
N14.HOG0002917	OG0000297	n111		CBDRx_g2561.t1_1														
N14.HOG0002918	OG0000298	n6	XP_030509941.1	CBDRx_g25985.t1_1														
N14.HOG0002919	OG0000298	n97	XP_030509716.1	CBDRx_g25986.t1_1, CBDRx_g25986.t2_1														
N14.HOG0002920	OG0000298	n110	XP_030510434.1	CBDRx_g25987.t2_1														
N14.HOG0002921	OG0000298	n120		CBDRx_g25989.t1_1														
N14.HOG0002922	OG0000298	n130	XP_030510539.1															
N14.HOG0002923	OG0000298	n133		CBDRx_g25987.t1_1														
N14.HOG0002924	OG0000301	n7		CBDRx_g17558.t1_1														
N14.HOG0002925	OG0000301	n11		CBDRx_g7967.t1_1														
N14.HOG0002926	OG0000301	n46		CBDRx_g16201.t1_1														
N14.HOG0002927	OG0000301	n68		CBDRx_g14660.t1_1														
N14.HOG0002928	OG0000301	n88		CBDRx_g29732.t1_1														
N14.HOG0002929	OG0000301	n99	XP_030502987.1	CBDRx_g17558.t2_1														
N14.HOG0002930	OG0000301	n106		CBDRx_g14660.t2_1														
N14.HOG0002931	OG0000301	n117	XP_030486932.1	CBDRx_g5310.t1_1														
N14.HOG0002932	OG0000301	n129		CBDRx_g24486.t1_1														
N14.HOG0002933	OG0000302	n16	XP_030495030.1	CBDRx_g11580.t1_1														
N14.HOG0002934	OG0000302	n28	XP_030497812.1	CBDRx_g14542.t1_1														
N14.HOG0002935	OG0000302	n64		CBDRx_g31163.t1_1														
N14.HOG0002936	OG0000302	n94	XP_030479461.1	CBDRx_g4259.t1_1														
N14.HOG0002937	OG0000302	n96		CBDRx_g24050.t1_1														
N14.HOG0002938	OG0000302	n98	XP_030477964.1	CBDRx_g26675.t1_1														
N14.HOG0002939	OG0000302	n104	XP_030487088.1	CBDRx_g5979.t1_1														
N14.HOG0002940	OG0000302	n121	XP_030478431.1	CBDRx_g28539.t1_1														
N14.HOG0002941	OG0000302	n129		CBDRx_g27711.t1_1														
N14.HOG0002942	OG0000302	n132		CBDRx_g10405.t1_1														
N14.HOG0002943	OG0000303	n5	XP_030496646.1	CBDRx_g15101.t1_1														
N14.HOG0002944	OG0000303	n34		CBDRx_g8358.t1_1														
N14.HOG0002945	OG0000303	n51	XP_030487570.1	CBDRx_g8356.t1_1														
N14.HOG0002946	OG0000303	n69		CBDRx_g8359.t1_1														
N14.HOG0002947	OG0000303	n82	XP_030491553.1	CBDRx_g8361.t1_1														
N14.HOG0002948	OG0000303	n87		CBDRx_g8361.t2_1														
N14.HOG0002949	OG0000303	n103	XP_030492310.1	CBDRx_g8362.t1_1														
N14.HOG0002950	OG0000303	n110		CBDRx_g8362.t2_1														
N14.HOG0002951	OG0000304	n21	XP_030487711.1															
N14.HOG0002952	OG0000304	n23	XP_030488160.1	CBDRx_g9465.t1_1														
N14.HOG0002953	OG0000304	n29	XP_030492013.1, XP_030492012.1, XP_030492014.1	CBDRx_g9462.t1_1														
N14.HOG0002954	OG0000304	n62	XP_030495736.1, XP_030495735.1															
N14.HOG0002955	OG0000304	n73	XP_030495234.1	CBDRx_g12261.t1_1														
N14.HOG0002956	OG0000304	n88	XP_030492011.1	CBDRx_g9463.t1_1														
N14.HOG0002957	OG0000304	n101	XP_030495256.1	CBDRx_g12334.t1_1														
N14.HOG0002958	OG0000304	n110		CBDRx_g12327.t1_1														
N14.HOG0002959	OG0000304	n117	XP_030495249.1	CBDRx_g12322.t1_1														
N14.HOG0002960	OG0000304	n120	XP_030495252.1	CBDRx_g12326.t1_1														
N14.HOG0002961	OG0000304	n123	XP_030495235.1															
N14.HOG0002962	OG0000306	n4		CBDRx_g5644.t1_1														
N14.HOG0002963	OG0000306	n18		CBDRx_g17574.t1_1														
N14.HOG0002964	OG0000306	n40		CBDRx_g10773.t1_1														
N14.HOG0002965	OG0000306	n85		CBDRx_g11872.t1_1														
N14.HOG0002966	OG0000306	n108		CBDRx_g14993.t1_1														
N14.HOG0002967	OG0000306	n122		CBDRx_g34205.t1_1, CBDRx_g9085.t1_1														
N14.HOG0002968	OG0000306	n130		CBDRx_g26298.t1_1														
N14.HOG0002969	OG0000307	n12		CBDRx_g20198.t1_1, CBDRx_g28350.t1_1														
N14.HOG0002970	OG0000307	n49	XP_030498003.1															
N14.HOG0002971	OG0000307	n60	XP_030508881.1															
N14.HOG0002972	OG0000307	n67	XP_030505425.1															
N14.HOG0002973	OG0000307	n69	XP_030478239.1															
N14.HOG0002974	OG0000307	n87	XP_030478143.1															
N14.HOG0002975	OG0000307	n91		CBDRx_g20199.t1_1														
N14.HOG0002976	OG0000307	n100		CBDRx_g29689.t1_1														
N14.HOG0002977	OG0000307	n107	XP_030479152.1	CBDRx_g29699.t1_1														
N14.HOG0002978	OG0000307	n122		CBDRx_g20355.t1_1														
N14.HOG0002979	OG0000308	n14		CBDRx_g28277.t1_1														
N14.HOG0002980	OG0000308	n50		CBDRx_g28276.t1_1														
N14.HOG0002981	OG0000308	n61		CBDRx_g28248.t1_1														
N14.HOG0002982	OG0000308	n80	XP_030478377.1	CBDRx_g28249.t1_1														
N14.HOG0002983	OG0000308	n90	XP_030478379.1	CBDRx_g28250.t1_1														
N14.HOG0002984	OG0000308	n104		CBDRx_g17963.t1_1														
N14.HOG0002985	OG0000308	n118	XP_030478383.1	CBDRx_g28274.t1_1														
N14.HOG0002986	OG0000309	n15		CBDRx_g13779.t1_1														
N14.HOG0002987	OG0000309	n22		CBDRx_g30068.t1_1, CBDRx_g14448.t1_1														
N14.HOG0002988	OG0000309	n33		CBDRx_g34693.t1_1														
N14.HOG0002989	OG0000309	n34		CBDRx_g11917.t1_1														
N14.HOG0002990	OG0000309	n59		CBDRx_g20326.t1_1														
N14.HOG0002991	OG0000309	n78		CBDRx_g24150.t1_1, CBDRx_g20197.t1_1														
N14.HOG0002992	OG0000309	n97		CBDRx_g21092.t1_1														
N14.HOG0002993	OG0000309	n122		CBDRx_g26220.t1_1, CBDRx_g5606.t1_1, CBDRx_g5582.t1_1														
N14.HOG0002994	OG0000309	n126		CBDRx_g29657.t1_1														
N14.HOG0002995	OG0000309	n127		CBDRx_g22080.t1_1														
N14.HOG0002996	OG0000310	n29		CBDRx_g27699.t1_1														
N14.HOG0002997	OG0000310	n37		CBDRx_g27365.t1_1														
N14.HOG0002998	OG0000310	n44		CBDRx_g25141.t1_1														
N14.HOG0002999	OG0000310	n49		CBDRx_g29958.t1_1														
N14.HOG0003000	OG0000310	n55		CBDRx_g6242.t1_1														
N14.HOG0003001	OG0000310	n82		CBDRx_g23951.t1_1														
N14.HOG0003002	OG0000310	n83		CBDRx_g27697.t1_1														
N14.HOG0003003	OG0000310	n94		CBDRx_g5972.t1_1														
N14.HOG0003004	OG0000311	n95	XP_030478386.1															
N14.HOG0003005	OG0000311	n101	XP_030478378.1															
N14.HOG0003006	OG0000311	n103	XP_030487033.1															
N14.HOG0003007	OG0000312	n4	XP_030487438.1	CBDRx_g7438.t1_1														
N14.HOG0003008	OG0000312	n19		CBDRx_g7423.t1_1, CBDRx_g7424.t1_1														
N14.HOG0003009	OG0000312	n23	XP_030487433.1	CBDRx_g7425.t1_1														
N14.HOG0003010	OG0000312	n96		CBDRx_g7443.t1_1														
N14.HOG0003011	OG0000312	n97		CBDRx_g7394.t1_1														
N14.HOG0003012	OG0000312	n127	XP_030487440.1	CBDRx_g7440.t1_1														
N14.HOG0003013	OG0000314	n51		CBDRx_g27975.t1_1														
N14.HOG0003014	OG0000314	n62		CBDRx_g24317.t1_1														
N14.HOG0003015	OG0000315	n5	XP_030507590.1															
N14.HOG0003016	OG0000315	n61	XP_030503559.1															
N14.HOG0003017	OG0000315	n63	XP_030503558.1															
N14.HOG0003018	OG0000315	n69	XP_030479552.1															
N14.HOG0003019	OG0000315	n111	XP_030477915.1															
N14.HOG0003020	OG0000315	n126	XP_030483307.1															
N14.HOG0003021	OG0000316	n9	XP_030486871.1															
N14.HOG0003022	OG0000316	n11	XP_030499104.1															
N14.HOG0003023	OG0000316	n14	XP_030499267.1															
N14.HOG0003024	OG0000316	n25		CBDRx_g11199.t1_1														
N14.HOG0003025	OG0000316	n49	XP_030483072.1															
N14.HOG0003026	OG0000316	n51	XP_030504933.1	CBDRx_g20371.t1_1														
N14.HOG0003027	OG0000316	n54	XP_030479224.1	CBDRx_g29918.t1_1														
N14.HOG0003028	OG0000316	n68		CBDRx_g13684.t1_1														
N14.HOG0003029	OG0000316	n69		CBDRx_g4798.t1_1														
N14.HOG0003030	OG0000316	n71	XP_030479156.1, XP_030502337.1, XP_030494817.1															
N14.HOG0003031	OG0000316	n73		CBDRx_g21270.t1_1, CBDRx_g30376.t1_1														
N14.HOG0003032	OG0000316	n91		CBDRx_g23863.t1_1														
N14.HOG0003033	OG0000316	n96		CBDRx_g27778.t1_1														
N14.HOG0003034	OG0000316	n102		CBDRx_g11708.t1_1, CBDRx_g11179.t1_1														
N14.HOG0003035	OG0000316	n105	XP_030497718.1, XP_030505403.1, XP_030483440.1, XP_030497727.1, XP_030509150.1, XP_030485522.1, XP_030487535.1, XP_030478401.1, XP_030479483.1	CBDRx_g23981.t1_1														
N14.HOG0003036	OG0000316	n114	XP_030479067.1, XP_030508877.1	CBDRx_g6103.t1_1, CBDRx_g5777.t1_1														
N14.HOG0003037	OG0000316	n122		CBDRx_g14296.t1_1														
N14.HOG0003038	OG0000316	n127	XP_030487063.1															
N14.HOG0003039	OG0000317	n1	XP_030490242.1	CBDRx_g5627.t1_1														
N14.HOG0003040	OG0000317	n20	XP_030493953.1	CBDRx_g10706.t1_1														
N14.HOG0003041	OG0000317	n42	XP_030494388.1	CBDRx_g9931.t1_1														
N14.HOG0003042	OG0000317	n58	XP_030495458.1	CBDRx_g9928.t1_1														
N14.HOG0003043	OG0000317	n70	XP_030494389.1	CBDRx_g9930.t1_1														
N14.HOG0003044	OG0000317	n91	XP_030493331.1	CBDRx_g10897.t1_1														
N14.HOG0003045	OG0000317	n116	XP_030493210.1	CBDRx_g10894.t1_1														
N14.HOG0003046	OG0000318	n33	XP_030486996.1															
N14.HOG0003047	OG0000318	n113	XP_030502544.1, XP_030501713.1, XP_030501714.1															
N14.HOG0003048	OG0000318	n119	XP_030478380.1															
N14.HOG0003049	OG0000319	n56		CBDRx_g12210.t1_1														
N14.HOG0003050	OG0000319	n80		CBDRx_g28548.t2_1, CBDRx_g28548.t1_1, CBDRx_g28882.t1_1														
N14.HOG0003051	OG0000319	n109		CBDRx_g28881.t1_1														
N14.HOG0003052	OG0000319	n119		CBDRx_g8331.t1_1														
N14.HOG0003053	OG0000320	n6	XP_030494727.1	CBDRx_g10549.t1_1														
N14.HOG0003054	OG0000320	n12	XP_030502705.1															
N14.HOG0003055	OG0000320	n26	XP_030483552.1															
N14.HOG0003056	OG0000320	n30	XP_030502510.1															
N14.HOG0003057	OG0000320	n43		CBDRx_g31653.t1_1, CBDRx_g31653.t2_1														
N14.HOG0003058	OG0000320	n57		CBDRx_g21466.t2_1														
N14.HOG0003059	OG0000320	n59		CBDRx_g13101.t1_1														
N14.HOG0003060	OG0000320	n61	XP_030495198.1	CBDRx_g21499.t1_1														
N14.HOG0003061	OG0000320	n68	XP_030486831.1															
N14.HOG0003062	OG0000320	n84	XP_030497619.1															
N14.HOG0003063	OG0000320	n108		CBDRx_g32618.t1_1														
N14.HOG0003064	OG0000320	n121	XP_030502475.1	CBDRx_g17471.t1_1, CBDRx_g21409.t1_1														
N14.HOG0003065	OG0000321	n25		CBDRx_g10803.t1_1														
N14.HOG0003066	OG0000321	n29		CBDRx_g10326.t1_1														
N14.HOG0003067	OG0000321	n41		CBDRx_g18962.t1_1														
N14.HOG0003068	OG0000321	n55		CBDRx_g2138.t1_1														
N14.HOG0003069	OG0000321	n65		CBDRx_g13985.t1_1														
N14.HOG0003070	OG0000321	n84		CBDRx_g10803.t2_1														
N14.HOG0003071	OG0000321	n89	XP_030494639.1	CBDRx_g10326.t2_1														
N14.HOG0003072	OG0000321	n107		CBDRx_g3697.t1_1														
N14.HOG0003073	OG0000323	n23		CBDRx_g19826.t1_1														
N14.HOG0003074	OG0000323	n116		CBDRx_g19825.t1_1														
N14.HOG0003075	OG0000324	n55		CBDRx_g32098.t1_1														
N14.HOG0003076	OG0000324	n56	XP_030505364.1															
N14.HOG0003077	OG0000324	n111	XP_030498045.1															
N14.HOG0003078	OG0000325	n89		CBDRx_g4179.t1_1														
N14.HOG0003079	OG0000325	n92		CBDRx_g24395.t1_1														
N14.HOG0003080	OG0000325	n120		CBDRx_g12220.t2_1														
N14.HOG0003081	OG0000327	n5	XP_030477973.1, XP_030499569.1															
N14.HOG0003082	OG0000327	n7	XP_030495759.1															
N14.HOG0003083	OG0000327	n12		CBDRx_g15144.t1_1, CBDRx_g2715.t1_1														
N14.HOG0003084	OG0000327	n25	XP_030479192.1															
N14.HOG0003085	OG0000327	n27	XP_030482045.1															
N14.HOG0003086	OG0000327	n40	XP_030506347.1															
N14.HOG0003087	OG0000327	n88	XP_030505134.1, XP_030509145.1															
N14.HOG0003088	OG0000327	n99	XP_030497806.1															
N14.HOG0003089	OG0000327	n107	XP_030505133.1															
N14.HOG0003090	OG0000328	n11	XP_030484361.1	CBDRx_g33939.t1_1														
N14.HOG0003091	OG0000329	n75		CBDRx_g5194.t1_1														
N14.HOG0003092	OG0000329	n80	XP_030505196.1															
N14.HOG0003093	OG0000331	n11	XP_030505124.1															
N14.HOG0003094	OG0000331	n45		CBDRx_g21035.t1_1														
N14.HOG0003095	OG0000331	n53		CBDRx_g1074.t1_1														
N14.HOG0003096	OG0000331	n55	XP_030479670.1															
N14.HOG0003097	OG0000331	n85	XP_030479938.1															
N14.HOG0003098	OG0000331	n101		CBDRx_g29970.t1_1														
N14.HOG0003099	OG0000332	n33	XP_030485373.1	CBDRx_g14844.t1_1, CBDRx_g11095.t1_1														
N14.HOG0003100	OG0000332	n45		CBDRx_g11096.t1_1														
N14.HOG0003101	OG0000333	n2	XP_030495077.1															
N14.HOG0003102	OG0000333	n17		CBDRx_g17700.t2_1														
N14.HOG0003103	OG0000333	n56		CBDRx_g17700.t1_1														
N14.HOG0003104	OG0000333	n64		CBDRx_g11724.t1_1														
N14.HOG0003105	OG0000333	n84		CBDRx_g17702.t1_1														
N14.HOG0003106	OG0000333	n89		CBDRx_g17703.t1_1, CBDRx_g17705.t1_1														
N14.HOG0003107	OG0000333	n111		CBDRx_g16779.t1_1														
N14.HOG0003108	OG0000335	n36		CBDRx_g31483.t1_1														
N14.HOG0003109	OG0000335	n39		CBDRx_g3353.t1_1														
N14.HOG0003110	OG0000335	n68	XP_030505174.1															
N14.HOG0003111	OG0000336	n3	XP_030495161.1, XP_030477951.1, XP_030478150.1															
N14.HOG0003112	OG0000337	n4	XP_030504314.1															
N14.HOG0003113	OG0000337	n5	XP_030494807.1															
N14.HOG0003114	OG0000337	n12		CBDRx_g22239.t1_1														
N14.HOG0003115	OG0000337	n22		CBDRx_g1042.t1_1														
N14.HOG0003116	OG0000337	n35		CBDRx_g13247.t1_1														
N14.HOG0003117	OG0000337	n46	XP_030498555.1, XP_030498556.1, XP_030481640.1	CBDRx_g32938.t1_1														
N14.HOG0003118	OG0000337	n76		CBDRx_g23422.t1_1														
N14.HOG0003119	OG0000337	n89		CBDRx_g322.t1_1														
N14.HOG0003120	OG0000337	n100		CBDRx_g312.t1_1														
N14.HOG0003121	OG0000337	n102	XP_030486032.1, XP_030486033.1															
N14.HOG0003122	OG0000337	n109	XP_030486330.1	CBDRx_g633.t1_1														
N14.HOG0003123	OG0000337	n112	XP_030486334.1	CBDRx_g636.t1_1														
N14.HOG0003124	OG0000338	n8	XP_030480175.1	CBDRx_g29507.t1_1														
N14.HOG0003125	OG0000338	n11		CBDRx_g29477.t1_1														
N14.HOG0003126	OG0000338	n20		CBDRx_g13663.t1_1														
N14.HOG0003127	OG0000338	n50		CBDRx_g5462.t1_1														
N14.HOG0003128	OG0000338	n60		CBDRx_g15111.t1_1														
N14.HOG0003129	OG0000338	n66	XP_030497535.1															
N14.HOG0003130	OG0000338	n99		CBDRx_g24370.t1_1														
N14.HOG0003131	OG0000338	n107		CBDRx_g24370.t2_1														
N14.HOG0003132	OG0000338	n110		CBDRx_g5470.t1_1														
N14.HOG0003133	OG0000341	n12		CBDRx_g3017.t1_1														
N14.HOG0003134	OG0000341	n31	XP_030494969.1, XP_030479316.1, XP_030478152.1															
N14.HOG0003135	OG0000341	n35	XP_030497620.1, XP_030507106.1, XP_030483208.1, XP_030495232.1	CBDRx_g31468.t1_1														
N14.HOG0003136	OG0000341	n53	XP_030495176.1, XP_030495039.1															
N14.HOG0003137	OG0000341	n54	XP_030506117.1, XP_030478029.1															
N14.HOG0003138	OG0000341	n55	XP_030495005.1															
N14.HOG0003139	OG0000341	n63	XP_030479486.1															
N14.HOG0003140	OG0000341	n70		CBDRx_g18053.t1_1														
N14.HOG0003141	OG0000341	n73	XP_030505278.1, XP_030494856.1, XP_030494956.1, XP_030504901.1															
N14.HOG0003142	OG0000341	n78	XP_030486782.1	CBDRx_g4766.t1_1														
N14.HOG0003143	OG0000341	n97	XP_030487218.1, XP_030485379.1, XP_030502743.1, XP_030498056.1, XP_030497862.1, XP_030478316.1	CBDRx_g5064.t1_1														
N14.HOG0003144	OG0000341	n105	XP_030494655.1															
N14.HOG0003145	OG0000341	n107	XP_030487497.1	CBDRx_g5381.t1_1														
N14.HOG0003146	OG0000342	n12	XP_030479186.1															
N14.HOG0003147	OG0000342	n24	XP_030495096.1	CBDRx_g6619.t1_1														
N14.HOG0003148	OG0000342	n28	XP_030502298.1	CBDRx_g19634.t1_1														
N14.HOG0003149	OG0000342	n29	XP_030509028.1, XP_030483305.1															
N14.HOG0003150	OG0000342	n55		CBDRx_g11554.t1_1														
N14.HOG0003151	OG0000342	n56		CBDRx_g34560.t1_1														
N14.HOG0003152	OG0000342	n76		CBDRx_g31489.t1_1														
N14.HOG0003153	OG0000342	n78		CBDRx_g13082.t1_1														
N14.HOG0003154	OG0000342	n80		CBDRx_g27983.t1_1														
N14.HOG0003155	OG0000342	n90	XP_030510541.1	CBDRx_g25995.t1_1														
N14.HOG0003156	OG0000342	n93	XP_030502789.1															
N14.HOG0003157	OG0000343	n5	XP_030505840.1, XP_030505839.1	CBDRx_g19642.t1_1														
N14.HOG0003158	OG0000343	n23		CBDRx_g19667.t1_1														
N14.HOG0003159	OG0000343	n27	XP_030503919.1	CBDRx_g19644.t1_1, CBDRx_g19644.t2_1														
N14.HOG0003160	OG0000343	n34	XP_030504236.1, XP_030504235.1, XP_030504234.1	CBDRx_g19665.t1_1														
N14.HOG0003161	OG0000343	n47		CBDRx_g19670.t1_1														
N14.HOG0003162	OG0000343	n49	XP_030503198.1, XP_030503912.1	CBDRx_g19639.t1_1														
N14.HOG0003163	OG0000343	n65	XP_030504519.1, XP_030504520.1	CBDRx_g19640.t1_1														
N14.HOG0003164	OG0000343	n78	XP_030505882.1, XP_030505883.1	CBDRx_g19636.t1_1														
N14.HOG0003165	OG0000343	n82	XP_030503927.1	CBDRx_g19674.t1_1														
N14.HOG0003166	OG0000343	n85	XP_030504237.1	CBDRx_g19669.t1_1														
N14.HOG0003167	OG0000343	n102	XP_030481424.1	CBDRx_g31769.t1_1														
N14.HOG0003168	OG0000344	n21		CBDRx_g14979.t1_1														
N14.HOG0003169	OG0000344	n51		CBDRx_g13907.t1_1														
N14.HOG0003170	OG0000344	n64		CBDRx_g14854.t1_1														
N14.HOG0003171	OG0000344	n75		CBDRx_g32501.t1_1														
N14.HOG0003172	OG0000344	n79		CBDRx_g21567.t1_1														
N14.HOG0003173	OG0000344	n82		CBDRx_g30326.t1_1														
N14.HOG0003174	OG0000345	n32	XP_030487353.1															
N14.HOG0003175	OG0000345	n57	XP_030487518.1															
N14.HOG0003176	OG0000345	n74	XP_030504853.1	CBDRx_g19974.t1_1														
N14.HOG0003177	OG0000345	n83	XP_030495201.1, XP_030502707.1	CBDRx_g12192.t1_1														
N14.HOG0003178	OG0000345	n101	XP_030479501.1	CBDRx_g4283.t1_1														
N14.HOG0003179	OG0000345	n108		CBDRx_g16490.t1_1														
N14.HOG0003180	OG0000345	n114	XP_030483379.1	CBDRx_g32034.t1_1														
N14.HOG0003181	OG0000348	n17	XP_030492826.1, XP_030492827.1	CBDRx_g10216.t1_1														
N14.HOG0003182	OG0000348	n31	XP_030494606.1	CBDRx_g10161.t1_1														
N14.HOG0003183	OG0000348	n36	XP_030494663.1, XP_030494664.1	CBDRx_g10162.t2_1, CBDRx_g10162.t1_1														
N14.HOG0003184	OG0000348	n65		CBDRx_g10218.t1_1														
N14.HOG0003185	OG0000348	n68		CBDRx_g10159.t1_1														
N14.HOG0003186	OG0000349	n8	XP_030505549.1	CBDRx_g22737.t1_1														
N14.HOG0003187	OG0000349	n11	XP_030503462.1	CBDRx_g22735.t1_1, CBDRx_g22735.t2_1														
N14.HOG0003188	OG0000349	n35	XP_030505550.1	CBDRx_g22738.t1_1														
N14.HOG0003189	OG0000349	n55	XP_030505547.1	CBDRx_g22736.t1_1														
N14.HOG0003190	OG0000349	n57	XP_030505546.1	CBDRx_g22734.t1_1														
N14.HOG0003191	OG0000349	n66	XP_030506331.1	CBDRx_g22005.t1_1														
N14.HOG0003192	OG0000349	n77	XP_030505424.1	CBDRx_g22008.t1_1														
N14.HOG0003193	OG0000349	n103	XP_030505427.1	CBDRx_g22010.t1_1														
N14.HOG0003194	OG0000349	n105	XP_030505426.1	CBDRx_g22009.t1_1														
N14.HOG0003195	OG0000349	n108		CBDRx_g22007.t1_1														
N14.HOG0003196	OG0000349	n110	XP_030505423.1															
N14.HOG0003197	OG0000350	n4		CBDRx_g2957.t1_1														
N14.HOG0003198	OG0000350	n20		CBDRx_g2956.t3_1														
N14.HOG0003199	OG0000350	n25		CBDRx_g2956.t1_1														
N14.HOG0003200	OG0000350	n29		CBDRx_g2956.t2_1														
N14.HOG0003201	OG0000350	n31	XP_030486417.1	CBDRx_g2956.t4_1														
N14.HOG0003202	OG0000350	n65		CBDRx_g24927.t1_1														
N14.HOG0003203	OG0000350	n91		CBDRx_g24926.t1_1														
N14.HOG0003204	OG0000350	n102	XP_030479553.1															
N14.HOG0003205	OG0000350	n114		CBDRx_g14084.t1_1														
N14.HOG0003206	OG0000351	n4	XP_030499116.1															
N14.HOG0003207	OG0000351	n9	XP_030487362.1															
N14.HOG0003208	OG0000351	n18	XP_030479837.1, XP_030479838.1															
N14.HOG0003209	OG0000351	n32		CBDRx_g29124.t1_1														
N14.HOG0003210	OG0000351	n45		CBDRx_g7093.t1_1														
N14.HOG0003211	OG0000351	n57	XP_030498013.1															
N14.HOG0003212	OG0000351	n88	XP_030497676.1															
N14.HOG0003213	OG0000351	n90	XP_030483692.1															
N14.HOG0003214	OG0000351	n93	XP_030508905.1															
N14.HOG0003215	OG0000351	n117	XP_030496033.1, XP_030496032.1															
N14.HOG0003216	OG0000352	n9		CBDRx_g11013.t1_1, CBDRx_g11013.t2_1														
N14.HOG0003217	OG0000352	n29	XP_030483517.1															
N14.HOG0003218	OG0000352	n71	XP_030502485.1															
N14.HOG0003219	OG0000352	n93	XP_030505037.1															
N14.HOG0003220	OG0000353	n1	XP_030489464.1	CBDRx_g7803.t1_1														
N14.HOG0003221	OG0000353	n25		CBDRx_g28789.t1_1														
N14.HOG0003222	OG0000353	n49		CBDRx_g12772.t1_1														
N14.HOG0003223	OG0000353	n72	XP_030484218.1	CBDRx_g33429.t2_1														
N14.HOG0003224	OG0000353	n87		CBDRx_g33429.t1_1														
N14.HOG0003225	OG0000353	n90	XP_030492829.1	CBDRx_g10223.t1_1														
N14.HOG0003226	OG0000354	n4	XP_030477930.1	CBDRx_g26505.t1_1														
N14.HOG0003227	OG0000354	n19	XP_030477931.1	CBDRx_g26507.t1_1														
N14.HOG0003228	OG0000354	n48	XP_030511077.1	CBDRx_g26508.t1_1														
N14.HOG0003229	OG0000354	n56		CBDRx_g26511.t1_1														
N14.HOG0003230	OG0000354	n64	XP_030511078.1															
N14.HOG0003231	OG0000354	n68	XP_030477932.1	CBDRx_g26510.t1_1														
N14.HOG0003232	OG0000354	n83	XP_030500313.1, XP_030500312.1	CBDRx_g18055.t1_1														
N14.HOG0003233	OG0000354	n90	XP_030478566.1	CBDRx_g26504.t2_1														
N14.HOG0003234	OG0000354	n98		CBDRx_g26504.t1_1														
N14.HOG0003235	OG0000355	n18		CBDRx_g29718.t1_1														
N14.HOG0003236	OG0000355	n31		CBDRx_g3329.t1_1														
N14.HOG0003237	OG0000355	n35		CBDRx_g22415.t1_1														
N14.HOG0003238	OG0000355	n67	XP_030495264.1	CBDRx_g12375.t1_1														
N14.HOG0003239	OG0000355	n96	XP_030483743.1															
N14.HOG0003240	OG0000355	n100	XP_030479022.1															
N14.HOG0003241	OG0000355	n111	XP_030509295.1	CBDRx_g28333.t1_1, CBDRx_g25464.t1_1														
N14.HOG0003242	OG0000355	n114	XP_030478391.1															
N14.HOG0003243	OG0000356	n4	XP_030504897.1	CBDRx_g20255.t1_1														
